,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
9.49_416.1165m/z,212.1405414,235.1296245,1,12.36196667,0.402266667,18,2.32E-07,1.68E-06,3.778166555,CK_L,HI_L,100 - 10.9,773960.1915,25.67,204684.1908,129829.2007,168339.0079,132378.6765,254282.6767,264219.0678,836320.519,532354.9294,950562.3867,724971.1872,576030.3831,1023521.744,194200.8377,98464.68839,160196.0589,14906.14185,195269.2517,258204.809,734892.0725,607428.071,867485.9874,623649.3517,624374.0695,877629.6285,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.46_815.2202m/z,334.1742509,335.1815274,1,12.36196667,0.430316667,0,7.59E-08,6.62E-07,4.316542549,CK_L,HI_L,100 - 16.4,689964.6848,22.31,156948.041,204664.8882,165055.0881,166028.9626,144197.4632,198063.4861,750780.1897,465073.8285,928978.7335,695849.0602,606062.6666,693043.6301,148909.6003,155221.355,157070.9899,18695.24106,110732.3987,193555.0868,659726.0226,530658.9325,847788.6829,598597.3277,656926.83,594257.6476,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.44_317.0644m/z,236.1767825,259.1659518,1,12.18875,0.511833333,0,6.20E-11,9.49E-10,18.84900069,HI_L,CK_L,100 - 15,2172457.856,31.86,2583480.686,4042631.812,2169907.217,1332747.415,2505429.596,2249266.939,111197.4742,111325.5658,99554.17749,180598.6543,68697.72213,120161.5888,2451162.015,3066001.173,2064943.762,150070.4081,1923974.408,2198068.236,97711.51182,127024.791,90853.43073,155358.2207,74463.2186,103033.835,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.41_564.1465n,484.2288947,507.2181365,1,12.07553333,0.482866667,121,3.04E-08,2.98E-07,35.34146099,CK_L,HI_L,100 - 24.9 - 0.0653,949061.1061,14.44,5446.694728,14258.59041,29712.95997,5013.662597,41221.56107,21366.16891,1084829.807,723441.2571,1061147.637,1006124.467,856386.7161,962436.753,5167.730225,10813.95906,28275.67505,564.5498794,31654.94201,20879.82373,953262.3042,825461.554,968406.4067,865508.7028,928259.4717,825251.6522,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
9.41_415.1006m/z,388.114332,389.1216085,1,11.87976667,2.76305,33,3.11E-15,8.01E-14,14.96888592,HI_L,CK_L,100 - 21.4,101919080.1,13.28,111965043.4,97621296.59,105191418.1,112596533.9,94900763.42,123948743.6,5882833.157,7344904.449,5856006.21,8812378.42,6592727.096,6363521.643,106230506.4,74037662.54,100103064.8,12678627.34,72876380.34,121127373.3,5169366.711,8380689.076,5344208.229,7580762.086,7146025.57,5456469.46,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.30_770.1885n,770.1885251,771.1958015,1,9.29735,0.250766667,0,4.72E-07,2.97E-06,5.743110992,CK_L,HI_L,100 - 31 - 4.88 - 0.0449,1083065.409,34.95,126006.6017,130168.312,257761.2419,132012.3992,316608.8998,169695.253,1369588.153,613163.173,1316047.944,1589077.835,522618.5229,1087896.83,119552.8953,98721.87623,245292.7317,14864.89819,243130.9272,165832.5826,1203485.33,699631.9614,1201029.165,1366988.618,566479.5878,932828.7323,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.27_786.2184n,402.2732642,403.2805407,1,14.79498333,1.24605,0,8.52E-06,3.36E-05,25.62017872,CK_L,HI_L,100 - 24.3 - 0.0923,2527029.564,60.02,148070.4154,194983.922,51999.12551,130192.4213,188754.4214,99876.67251,4752199.164,2392304.239,3803215.281,2086153.947,601031.5547,1527273.201,140486.662,147879.1445,49483.80697,14659.96451,144948.6654,97603.24022,4175855.325,2729669.002,3470825.281,1794593.467,651473.4791,1309576.685,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.24_530.2346n,385.2059742,771.4188879,1,9.985516667,0.780516667,19,1.90E-05,6.21E-05,8.607616501,CK_L,HI_L,100 - 25.4 - 4.77 - 0.223,2185537.804,53.46,146354.7996,205183.6293,262104.8112,57647.34217,402558.1541,293444.5966,3143899.724,555660.5623,2193103.717,2069343.768,1364775.787,3786443.266,138858.9152,155614.777,249426.1924,6491.222622,309133.247,286765.0947,2762609.468,634020.2839,2001432.804,1780132.676,1479315.393,3246726.137,x,x,x,x,,,"M+H, 2M+H",,,,,,,
9.24_286.2002m/z,307.1658867,615.332692,1,11.79353333,1.085066667,0,1.08E-05,4.06E-05,6.778485052,CK_L,HI_L,100 - 28.7 - 0.00748,1455589.121,16.98,129866.0337,224700.5152,131745.8533,29381.15636,364904.4971,205018.1169,1258262.802,1678307.523,1484013.632,1337694.672,1804039.347,1171216.75,123214.6579,170416.7175,125373.0002,3308.385429,280218.1769,200351.4135,1105661.451,1914983.867,1354315.139,1150738.718,1955444.403,1004272.286,x,x,x,x,,,"M+NH4, 2M+H",,,,,,,
9.19_543.2331m/z,666.1771875,667.184464,1,10.72453333,0.578533333,0,6.16E-10,8.29E-09,5.449583242,CK_L,HI_L,100 - 31 - 6.74 - 0.398 - 0.0293,4717569.484,20.02,955567.8121,948599.7723,862606.8177,588569.7634,998986.5426,1001439.209,3616974.526,5354210.449,4056670.05,6226212.438,4127455.762,4923893.68,906626.2955,719434.3067,820880.5213,66274.30197,767143.7047,978644.0543,3178310.044,6109265.727,3702128.838,5356038.17,4473854.899,4222045.118,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.16_710.1666n,694.2078405,695.2151169,1,11.33506667,0.49205,0,5.57E-07,3.41E-06,329.6591979,HI_L,CK_L,100 - 32.3 - 6.46 - 0.202,1474096.343,36.64,1746577.899,1555376.764,1490263.209,319151.0472,974610.5386,2242097.25,4198.445279,8017.618596,17.29164508,7872.983247,5396.998817,1326.121786,1657123.053,1179624.365,1418175.714,35937.13812,748424.8359,2191061.746,3689.260376,9148.26994,15.78040538,6772.656603,5849.945096,1137.09726,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.16_670.1717n,766.1928151,767.2000915,1,10.72453333,0.521233333,0,2.46E-07,1.76E-06,4965.389362,CK_L,HI_L,100 - 36.2 - 8.16 - 0.446 - 0.0214,3929151.154,34.29,6677.455784,0,0,0,0,0,3971771.207,2338086.035,4581569.713,5479902.773,2279778.291,4923798.905,6335.455134,0,0,0,0,0,3490077.199,2667804.902,4181153.79,4714032.602,2471110.016,4221963.853,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.16_509.1272m/z,360.1195899,361.1268663,1,10.92863333,0.578366667,17,1.66E-09,2.14E-08,12.57531563,HI_L,CK_L,100 - 18.2 - 0.401,1387875.457,17.19,2435124.28,1591126.562,1233556.913,575671.7357,909467.5457,1843154.705,103673.9322,127164.7869,92677.26135,138515.0673,91266.58077,108892.728,2310404.01,1206737.624,1173886.898,64821.95454,698400.101,1801200.089,91100.4204,145097.6725,84577.53715,119156.2278,98926.18189,93371.23024,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.16_479.1164m/z,374.1350916,375.1423681,1,11.33506667,0.433533333,19,3.36E-08,3.25E-07,11.25025225,HI_L,CK_L,100 - 38.6,10036170.7,31.65,17886933.35,11210576.36,8586611.184,3600601.395,6770782.38,13095839.01,989708.4499,672282.6676,939589.9989,1224251.067,451159.0369,1075513.14,16970814.54,8502293.025,8171256.847,405435.9551,5199432.482,12797746.35,869677.208,767088.537,857472.5545,1053149.971,489022.8227,922210.2051,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.16_347.0748m/z,374.1352616,375.142538,1,10.87045,0.377916667,19,2.01E-10,2.91E-09,49.50607037,HI_L,CK_L,100 - 20.9,4988445.298,38.54,8581269.638,5531714.134,4515522.414,1984298.23,3260347.771,6779832.342,86572.72926,71590.53247,97776.12116,187684.0472,35828.48648,125133.977,8141760.956,4195346.698,4297096.102,223436.5206,2503692.653,6625507.119,76073.24104,81686.2898,89230.77137,161453.3604,38835.41314,107297.4623,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.10_858.2393n,512.2240831,535.213056,1,11.27775,0.520633333,61,0.00022292,0.000515187,220.2864571,CK_L,HI_L,100 - 26.7,1910488.22,34.62,2703.904914,14424.18973,8629.493501,0,6216.412369,8201.381466,1394770.103,2232080.135,2882617.469,2060459.176,1904775.314,988227.1207,2565.418451,10939.55243,8212.064847,0,4773.719576,8014.69838,1225613.229,2546849.961,2630685.052,1772489.793,2064634.695,847365.8778,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
9.10_697.1946m/z,796.20314,797.2104164,1,10.66715,0.57725,0,5.50E-05,0.000153804,585.3697079,CK_L,HI_L,100 - 37 - 8.79 - 0.649 - 0.195,4589902.598,20.18,10319.61165,10282.98766,14562.52709,0,6075.668873,322.9364328,4027243.272,4503939.761,4327224.215,6255143.093,3565719.35,4860145.897,9791.06994,7798.793876,13858.10382,0,4665.639554,315.5856261,3538821.645,5139089.149,3949037.352,5380925.483,3864974.429,4167383.902,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.10_685.1948m/z,636.1666746,637.173951,1,10.87045,0.868233333,0,4.06E-07,2.63E-06,3.154730062,HI_L,CK_L,100 - 29.4 - 3.93 - 0.409 - 0.033,2709046.068,16.88,2721429.466,2181874.87,2966746.446,1490638.542,3475789.002,3126961.475,708195.0483,1044275.036,688677.7411,947885.3036,952715.9567,810601.8568,2582045.443,1654771.254,2823238.026,167849.3103,2669134.706,3055784.342,622305.5813,1191539.583,628489.3012,815409.0336,1032673.2,695059.2021,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.10_551.1377m/z,556.2504679,579.2394283,1,10.8988,0.72045,1,7.48E-05,0.000200816,9.607136363,CK_L,HI_L,100 - 29.1 - 4.56,1663566.568,18.02,169637.2814,189296.9268,159989.172,6423.83593,194892.107,272208.2902,1322268.504,1684308.504,1986801.627,1306765.907,1702653.263,1978601.605,160948.9333,143566.0299,152250.124,723.338623,149661.929,266012.1776,1161904.58,1921831.111,1813160.92,1124132.552,1845549.433,1696573.035,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
9.10_230.1298n,346.1039475,347.1112239,1,11.21935,0.577816667,15,1.88E-09,2.37E-08,28.62095616,HI_L,CK_L,100 - 18.6,4092366.491,40.45,7121437.817,5150144.685,3355274.565,1982206.649,1909319.507,5218438.768,61423.93669,265672.3265,90878.09318,211122.1199,140075.3666,88737.96325,6756697.646,3905957.896,3192972.137,223201.0038,1466208.38,5099654.603,53974.47882,303137.6623,82935.61107,181615.7325,151831.2736,76089.31242,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.08_790.2882m/z,810.2187488,811.2260252,1,10.92863333,0.465233333,0,4.63E-05,0.000132915,837.0043486,CK_L,HI_L,100 - 36.5 - 7.11 - 0.241,1759251.331,28.23,2853.104836,4696.255426,9542.874158,0,3926.190806,0,1253076.559,2025424.91,1516645.614,2610346.958,1408511.279,1741502.668,2706.976768,3561.720512,9081.263159,0,3015.008143,0,1101104.192,2311052.041,1384095.18,2245525.363,1526721.411,1493270.025,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.08_222.0665n,650.1823659,651.1896423,1,11.13118333,0.580333333,0,2.34E-06,1.14E-05,3.296294703,HI_L,CK_L,100 - 29.3 - 3.7,1488219.503,18.41,1974639.182,1520874.697,1786569.786,650466.7727,1231186.089,1945432.264,391984.7469,455644.722,399271.2074,583939.4534,366954.0148,511101.092,1873503.674,1153457.406,1700149.254,73244.04684,945454.8355,1901149.565,344445.074,519900.1254,364376.0603,502328.1863,397750.8449,438249.0789,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.02_753.2475m/z,270.1094212,271.1166976,1,10.95746667,0.40765,1,4.25E-13,7.85E-12,44.18122853,HI_L,CK_L,100 - 14.8 - 0.332,1805534.702,25.09,1851864.401,1370923.488,2621753.662,971415.8262,2211265.904,2033050.068,44925.95461,43346.35881,32481.93991,51825.73807,22566.89134,50052.46033,1757017.074,1039731.842,2494933.345,109383.6446,1698079.649,1986772.979,39477.36202,49459.09893,29643.11244,44582.58276,24460.83088,42918.0156,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.99_739.3037m/z,390.1300788,391.1373553,1,11.01586667,0.83965,8,1.59E-11,2.54E-10,26.99940936,HI_L,CK_L,100 - 20.7 - 2.38,8694795.927,26.83,11911909.28,8630149.296,9093282.599,3812642.126,7200710.019,10948923.62,209955.0244,415761.6383,331227.1815,462139.2188,306093.5586,207042.5192,11301814.53,6545252.968,8653419.388,429312.2265,5529583.357,10699699.89,184491.8061,474392.6955,302278.8852,397550.7294,331782.6394,177530.8149,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.91_467.1512m/z,780.2077929,781.2150693,1,11.10233333,0.580333333,0,0.001622415,0.002695503,96.09636067,CK_L,HI_L,100 - 36.8 - 7.68 - 0.314 - 0.0344,2794223.072,17.78,59069.00137,44656.54617,15015.57867,0,29387.71877,41987.28149,2719679.553,3095783.775,2384017.276,3453480.474,2097444.447,3014932.904,56043.65197,33868.2891,14289.24023,0,22567.47462,41031.5504,2389838.463,3532353.817,2175661.072,2970822.699,2273473.698,2585186.354,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.88_596.1710n,840.2287604,841.2360368,1,11.24896667,0.289983333,0,0.022666937,0.024335984,19.36262254,CK_L,HI_L,100 - 35.5 - 4.42,684035.8565,39.13,96538.27542,47202.4881,44487.28133,0,10960.08594,49996.41968,390879.4916,1021276.437,469912.111,779579.6731,945787.247,496780.1786,91593.85437,35799.17505,42335.32815,0,8416.490686,48858.38142,343473.8634,1165297.703,428843.1536,670625.7661,1025162.994,425969.4591,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.88_400.2427m/z,744.3198993,745.3271757,1,10.58156667,0.3457,0,5.81E-09,6.70E-08,17.92223809,CK_L,HI_L,100 - 41.3 - 10.8 - 0.552,1609157.915,24.43,38279.09821,125333.2221,61508.12532,142894.6871,115198.502,31567.26398,1313193.769,1118270.032,1802124.144,1483007.428,1712255.25,2226096.865,36318.54963,95054.86125,58532.83436,16090.26871,88463.45952,30848.71744,1153930.423,1275969.416,1644623.714,1275742.591,1855957.273,1908790.484,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.85_686.2783m/z,1002.281054,1003.288331,1,10.55255,0.398183333,0,1.79E-07,1.35E-06,1848.678455,CK_L,HI_L,100 - 39.7 - 6.75 - 0.255,1276499.131,26.76,174.7083594,0,0,0,0,0,824230.8529,1626688.535,1219147.772,1732743.12,1148795.77,1107388.738,165.7602848,0,0,0,0,0,724268.6338,1856085.525,1112597.788,1490575.271,1245209.126,949542.2763,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.85_459.1823m/z,358.1039489,359.1112253,1,11.42116667,2.5013,47,9.39E-08,7.87E-07,2.899791173,HI_L,CK_L,100 - 19.8,37478969.56,20.1,49660298.52,38060801.47,36389096.43,26286912.84,29537818.24,48059284.91,11735119.65,15365551.96,11133024.62,16553793.73,9766746.444,12994043.43,47116836.62,28865963.41,34628871.27,2959966.529,22682739.3,46965340.47,10311891.44,17532415.08,10160030.51,14240238.66,10586426.35,11141881.04,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.74_772.2393n,578.1620149,579.1692913,1,9.985516667,1.042316667,65,6.92E-07,4.11E-06,2.989575874,CK_L,HI_L,100 - 29.9 - 6.76 - 1.05,51252624.76,19.03,14240594.04,12457902.87,21427995.84,20151079.58,13624822.11,15684237.37,55126684.6,44034718.51,52929963.3,54240405.99,36520651.01,64663325.15,13511230.56,9448286.81,20391473.89,2269057.665,10462800.11,15327226.56,48440953.65,50244531.7,48304037.82,46659777.15,39585667.98,55446257.37,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.74_435.2149m/z,360.1190245,361.1263009,1,11.76451667,0.3693,20,1.68E-10,2.46E-09,35.05915347,HI_L,CK_L,100 - 18.7,2819895.864,37.09,4938932.572,3244076.394,2492550.864,1402361.587,1873588.495,3544324.585,74679.89691,77103.77705,60576.75579,148919.0368,31689.94464,89625.67484,4685974.229,2460363.073,2371980.386,157909.1232,1438769.751,3463647.268,65622.7642,87977.01679,55282.52279,128106.1405,34349.54176,76850.49018,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.71_691.2677m/z,484.2286678,507.2184079,1,11.59441667,0.777166667,0,3.41E-05,0.000102201,6.312090839,CK_L,HI_L,100 - 24.7,2032322.137,21.15,248978.7079,380758.3774,214310.7293,32985.52377,548701.412,347004.4881,2222846.758,1459772.559,2025728.659,2515683.034,1584122.163,2385779.648,236226.7133,288773.6717,203944.0213,3714.245445,421359.8642,339105.8348,1953261.248,1665630.918,1848685.841,2164091.651,1717070.541,2045712.189,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.66_759.2069m/z,728.2143839,729.2216604,1,10.09991667,0.284983333,3,1.68E-05,5.60E-05,5.678538434,CK_L,HI_L,100 - 31.5 - 4.54 - 0.0947,798368.5649,41.42,273848.0474,287453.86,109805.8145,111074.9467,32153.29492,166268.4837,444608.1815,1381623.334,616777.0771,885224.7201,856980.8731,604997.2037,259822.3147,218009.9285,104494.2521,12507.29313,24691.22128,162483.8148,390686.3702,1576461.023,562872.547,761505.8814,928903.4936,518761.3008,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.66_383.1680m/z,388.7128163,778.4326976,1,10.12851667,0.4808,0,0.000757603,0.001436873,72.59631643,CK_L,HI_L,100 - 44.1 - 10.6 - 1.53 - 0.0352,5634400.416,25.7,20618.50289,630631.1192,17483.30128,0,16509.20968,19593.4637,6187381.026,4851070.121,7034888.18,6573880.329,3080878.497,6078304.341,19562.48071,478281.4367,16637.59337,0,12677.78467,19147.46954,5436979.199,5535172.125,6420059.329,5655116.063,3339443.025,5211906.844,x,x,x,x,,,"M+H, 2M+H",,,,,,,
8.66_177.0541m/z,638.1822517,639.1895282,1,10.12851667,0.508,0,3.99E-10,5.57E-09,6.231284837,HI_L,CK_L,100 - 28.9 - 5.71 - 6.71,1757896.146,20.7,1869055.621,1642474.811,1981390.822,1225079.972,2322217.806,1407312.952,238908.8023,320061.6497,182917.461,374594.7602,330120.581,246045.5577,1773327.808,1245681.015,1885546.344,137946.8078,1783282.051,1375279.138,209934.0873,365197.0138,166931.0048,322241.4677,357826.1436,210974.386,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.63_527.1722m/z,473.2502923,491.2847144,1,10.15721667,0.367833333,0,1.64E-06,8.43E-06,1854.939777,HI_L,CK_L,100 - 26.6 - 4.2,1691198.682,40.15,2140867,2550837.223,1646260.43,483422.585,1259490.472,2352732.382,0,2674.341624,0,0,693.82457,2102.195819,2031217.767,1934598.619,1566626.987,54434.48912,967190.3928,2299178.558,0,3051.479538,0,0,752.0542024,1802.550212,x,x,x,x,,,"M+H, M+NH4",,,,,,,
8.63_369.1167m/z,186.1250325,209.1141287,1,10.18493333,0.4531,0,6.11E-11,9.38E-10,12.00574107,HI_L,CK_L,100 - 9.47 - 0.0863,732835.5741,21.12,713568.2905,507941.5386,699570.1581,1112759.877,1199869.195,496715.3468,54531.0064,59846.30748,68145.14391,80773.15719,42414.80036,60532.15291,677021.314,385231.5585,665730.3239,125299.308,921405.905,485408.9158,47917.51894,68285.88429,62189.45571,69484.31608,45974.48726,51903.9397,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.63_1015.2645m/z,680.1929759,681.2002523,1,11.4781,0.259583333,0,3.07E-05,9.36E-05,260.6950432,HI_L,CK_L,100 - 29.5 - 9.61,705775.9707,31.03,746577.6745,618987.8037,794512.6281,257831.9943,1001854.858,831177.2554,3103.771559,0,6225.270835,0,0,6914.671996,708340.0495,469450.9469,756080.206,29032.47246,769346.347,812257.6702,2727.348022,0,5681.200195,0,0,5929.059204,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.60_258.1118n,682.1718968,683.1791733,1,10.24305,0.424066667,0,7.34E-06,3.00E-05,3.381046378,CK_L,HI_L,100 - 30.8 - 5.61,1977553.05,25.83,682236.3802,600216.0389,638040.3608,255487.3021,641021.0911,639147.0778,1286410.848,3114877.615,1449035.642,2140699.482,2437420.078,1436874.637,647294.1367,455214.1192,607176.8658,28768.45475,492254.1732,624598.5594,1130395.719,3554140.286,1322394.124,1841515.729,2641981.982,1232063.472,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.60_147.0436m/z,376.1143193,377.1215958,1,11.44958333,0.664283333,4,2.38E-09,2.95E-08,26.61328306,HI_L,CK_L,100 - 18.9 - 0.33,1283036.275,26.31,1846729.906,1519565.04,1103179.388,816013.2836,772233.0713,1493568.794,12359.19205,92947.83415,32446.93358,61414.63421,65635.10056,24458.5371,1752145.554,1152464.14,1049816.037,91884.96273,593014.7343,1459571.591,10860.27671,106055.4162,29611.16557,52831.3366,71143.56472,20972.23333,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.49_762.2572m/z,418.0883551,441.0776563,1,10.38215,1.02855,18,6.45E-09,7.39E-08,10.3046298,HI_L,CK_L,100 - 20.3 - 2.77,9502991.837,35.55,8217119.588,12976091.65,6943320.355,16851993.48,11675748.5,8092913.192,1129164.624,546285.4621,827755.7841,1556067.323,500571.6979,973391.3459,7796261.654,9841290.05,6607455.814,1897573.023,8966063.684,7908699.103,992220.2214,623323.0992,755412.3261,1338591.649,542582.4701,834644.7846,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
8.49_409.0987n,654.1762145,655.183491,1,10.2988,0.652983333,0,1.28E-09,1.69E-08,4.775089231,CK_L,HI_L,100 - 28.1 - 7.63 - 1.09 - 0.341,5270396.287,18.68,1434710.387,1301806.819,1029714.404,689217.6666,1082962.201,1216182.23,5213224.869,4780632.974,4597432.639,7660220.39,3755447.142,5615419.706,1361228.525,987312.5773,979904.7258,77607.48615,831630.4567,1188499.009,4580968.112,5454801.872,4195630.342,6589629.443,4070625.238,4815001.48,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.46_567.2387m/z,404.1456835,405.1529599,1,11.44958333,0.372833333,8,6.60E-12,1.08E-10,49.4505264,HI_L,CK_L,100 - 22 - 3.04,18854850.64,34.02,31574976.15,20814667.02,17451802.85,8512247.5,12756887.6,21390260.99,284232.1461,420610.1879,303763.8706,665005.2566,239065.078,375046.4048,29957793.99,15786199.8,16607618.59,958498.544,9796294.139,20903367.42,249760.6434,479924.9917,277215.7882,572064.2483,259128.7544,321587.5373,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.43_321.1909m/z,720.1875782,721.1948546,1,10.3265,0.367166667,0,7.11E-07,4.22E-06,72.51017943,CK_L,HI_L,100 - 35.2 - 7.46 - 0.518,1676956.608,46.66,745.0062589,25161.65973,23384.70311,89758.58897,3392.222538,12034.99874,3100550.594,1984477.202,1167083.895,1367660.137,930391.6341,1511576.188,706.8491174,19083.03349,22253.53068,10107.02248,2604.962183,11761.05335,2724517.694,2264329.853,1065084.143,1176516.216,1008475.296,1296117.114,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.38_488.1899m/z,348.2652844,349.2725608,1,14.79498333,1.2185,7,1.22E-05,4.46E-05,31.51323269,CK_L,HI_L,100 - 23.6,2498273.613,56.17,126401.2447,203017.1626,25640.87006,79556.55499,144147.2534,74952.9577,4493513.88,2288993.426,3716454.889,2302236.402,672595.1995,1515847.88,119927.3257,153971.6917,24400.56159,8958.250113,110693.8415,73246.84886,3948543.235,2611789.211,3391647.496,1980476.28,729043.1446,1299779.922,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.27_727.2050m/z,622.1510742,623.1583507,1,10.49541667,0.857283333,0,1.89E-06,9.53E-06,2.940461124,CK_L,HI_L,100 - 29.3,4477812.301,15.42,1055585.822,1021140.863,1797241.36,1061993.937,2826909.078,1529112.821,4113315.141,3681277.366,4541062.711,5739050.359,4326888.026,4465280.201,1001521.662,774450.712,1710304.619,119582.9471,2170845.562,1494306.551,3614454.77,4200414.208,4144186.983,4936961.771,4690024.632,3828802.102,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.27_710.2264m/z,390.1297635,391.1370399,1,11.8511,0.368866667,6,1.31E-12,2.26E-11,27.4106541,HI_L,CK_L,100 - 19.2,2313355.425,19.56,3268939.785,2615457.846,2110313.19,1849005.782,1828219.586,2361917.292,74426.55524,97552.90274,61193.12271,149566.602,48362.92789,75275.17231,3101513.812,1983608.005,2008232.437,208202.2814,1403929.969,2308154.397,65400.14766,111309.8955,55845.02103,128663.2021,52421.81487,64545.49883,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.19_772.2032n,230.1297972,248.1636227,1,9.103766667,0.698316667,14,1.45E-05,5.02E-05,6.718662713,CK_L,HI_L,100 - 14.7,1440179.582,35.66,273553.0873,208402.9826,235932.4734,36177.42188,216065.5206,262851.4134,1703240.954,1959422.452,990110.9204,1669379.391,529665.5475,1789258.228,259542.4616,158056.3897,224519.8714,4073.660475,165921.4583,256868.2856,1496672.922,2235741.861,903578.0938,1436067.244,574118.0381,1534218.539,x,x,x,x,,,"M+NH4, 2M+H",,,,,,,
8.16_401.1406m/z,809.2149043,827.2487298,1,12.41906667,0.42975,0,1.22E-10,1.81E-09,5.978600906,HI_L,CK_L,100 - 45.1 - 13.1 - 2.73 - 0.274,317762889.3,22.27,307748211.3,339792934.3,289181137.6,532243289.9,300956064.2,293078197.7,49150381.74,49196132.98,51568033.43,73829126.6,38173756.19,56982821.11,291986206.8,257704778.4,275192774,59931812.18,231110770.9,286407035.9,43189453.18,56133813.19,47061136.67,63510781.89,41377510.99,48860527.32,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
8.13_451.1218m/z,314.077847,315.0851234,1,11.07378333,0.37785,80,1.45E-07,1.13E-06,8.262624508,HI_L,CK_L,100 - 16.6,556188.9766,27.86,557817.2219,290701.5779,592375.1915,377313.6884,681011.9192,694876.5474,80516.66467,35219.66572,71285.73846,111349.9461,22411.98476,83099.03483,529247.3805,220473.0533,563720.6269,42486.38459,522964.0084,679059.4928,70751.6523,40186.37272,65055.57139,95787.69879,24292.92368,71254.15314,x,x,x,x,,,"M+H, M+Na",,,,,,,
8.13_433.1120m/z,704.3132463,705.3205227,1,13.44198333,0.395083333,0,2.09E-08,2.13E-07,9.673864878,HI_L,CK_L,100 - 35.9 - 5.08,1670507.527,31.84,982133.4167,1310424.622,2131281.875,1297388.624,2506857.549,1412938.26,274856.8676,137447.2133,188793.1423,246009.3258,121982.4972,67006.174,931831.284,993848.4666,2028186.818,146088.9274,1925070.965,1380776.401,241522.393,156830.1353,172293.1685,211627.1092,132219.9496,57455.15809,x,x,x,x,,,"M+H, M+Na",,,,,,,
