,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,infected_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,healthy_mesophyll ,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
7.99_366.1517n,372.1197587,373.1270351,1,12.93205,1.274766667,45,5.36E-10,7.35E-09,16.17810097,HI_L,CK_L,100 - 22.2,467729854.4,17.7,412846165.3,346864153.2,494602100.8,600327068,576979291.1,454191342.4,31855496.56,12957311.57,27623073.86,57460484.93,12632399.28,30939005.54,391701336.9,263067711.8,470677047.8,67598201.38,443075068.6,443852859.5,27992081.21,14784562.59,25208897.22,49429818.47,13692580.77,26528980.07,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.99_245.1012m/z,346.210547,347.2178234,1,13.44198333,1.533233333,0,8.40E-06,3.32E-05,3.005969631,HI_L,CK_L,100 - 19.1 - 0.149,4235089.826,29.61,3187688.637,3794520.011,4164717.098,2363964.483,6754435.071,3353423.56,2019486.274,966554.1682,1506980.428,1944670.383,931080.1157,1084587.14,3024424.121,2877828.936,3963260.054,266187.8094,5186879.024,3277091.608,1774564.2,1102858.453,1375274.704,1672883.62,1009221.558,929990.8034,x,x,x,x,,,"M+H, M+NH4",,,,,,,
7.91_310.1882n,341.0221833,683.0509395,1,5.40035,0.54725,0,0.000166439,0.000400705,13.85746598,CK_L,HI_L,100 - 29.1 - 14 - 1.53 - 0.867,501838.6224,17.79,44952.54579,79745.50165,29710.43243,496.8422879,43903.91924,46827.2531,515924.5623,434312.2103,491726.1299,555956.7342,380046.2257,633065.8718,42650.20184,60480.35364,28273.26977,55.94557837,33714.78375,45761.35266,453353.5435,495559.2848,448750.6904,478256.3266,411941.8273,542829.0794,x,x,x,x,,,"M+H, 2M+H",,,,,,,
7.80_554.2917m/z,569.1636573,1139.346658,1,12.93205,0.1964,0,3.52E-08,3.39E-07,26.62011522,HI_L,CK_L,100 - 56.6 - 11.2,6260324.045,13.91,5765663.664,4695967.094,6630587.921,6710100.009,7297543.005,6837582.753,256115.4389,38926.4322,157484.1108,628920.476,46260.09897,283329.5698,5470362.462,3561501.836,6309850.975,755572.6133,5603943.534,6681942.992,225053.9135,44415.87054,143720.4556,541022.6697,50142.50481,242943.9595,x,x,x,x,,,"M+H, 2M+H",,,,,,,
7.66_576.2032n,404.1090504,405.1163268,1,12.93205,2.493716667,28,3.77E-07,2.50E-06,11.59046829,CK_L,HI_L,100 - 17.1,722564.7996,43.89,98461.78196,73785.15184,31773.21186,155016.1378,23691.80824,86125.22613,743067.4317,1327422.165,598768.4681,537885.3039,699871.6356,428373.7926,93418.84426,55959.9223,30236.26777,17455.17178,18193.45984,84164.80969,652948.6632,1514616.36,546437.8383,462710.556,758608.7716,367313.6743,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.63_514.1303n,310.1882316,328.2219242,1,7.9084,0.776033333,0,6.12E-05,0.000168802,2.852758031,HI_L,CK_L,100 - 14.7 - 0.234,886468.5735,22.98,1085596.125,951392.2232,963116.4724,309255.1747,932086.8622,1071660.213,377737.7221,368369.9179,293210.7582,364105.5148,201806.9675,259214.4683,1029994.921,721552.1492,916528.2905,34822.84023,715769.9709,1047266.66,331925.9197,420317.7548,267584.9872,313218.1972,218743.7352,222266.2087,x,x,x,x,,,"M+H, M+NH4",,,,,,,
7.63_353.0852m/z,374.0836345,375.090911,1,5.88625,0.806433333,0,2.22E-06,1.10E-05,3.827964348,CK_L,HI_L,100 - 16.1 - 2.75,2018558.9,30.61,385623.4282,534652.7609,478298.8848,338577.4382,1118686.602,437938.004,2132205.195,2008365.93,1524960.556,2937540.708,1176537.078,2331743.931,365872.8724,405489.8068,455162.4562,38124.59419,859064.0091,427969.486,1873612.639,2291587.389,1391683.42,2526990.577,1275278.64,1999378.687,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.60_389.1768m/z,348.1898562,349.1971327,13.50_358.1038n,12.988,0.622683333,0,8.37E-08,7.17E-07,13.37052912,CK_L,HI_L,100 - 18.4,1966948.637,21.84,136172.3174,185370.8383,32821.60044,252777.2461,132576.6132,127004.4392,2174258.605,1601933.308,2613102.056,1492615.723,1732419.229,2187362.9,129197.9513,140588.4172,31233.94335,28463.29625,101808.4928,124113.5139,1910565.837,1827839.296,2384724.505,1284008.033,1877813.525,1875577.633,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.60_247.1199n,576.2032311,599.1921609,1,7.658016667,0.248166667,0,5.00E-11,7.73E-10,41.05451861,HI_L,CK_L,100 - 27.5 - 4.26 - 0.0748,762110.8553,24.01,664560.1993,848650.4344,983316.3478,1067499.554,941234.7095,628150.4609,38608.54584,7290.235965,26197.33665,11296.05688,10329.9362,17658.20144,630523.2805,643631.0178,935751.0509,120202.8922,722794.8037,613852.2519,33926.12477,8318.311196,23907.7653,9717.322115,11196.88213,15141.21303,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
7.49_401.2856m/z,782.2154205,783.2226969,1,13.01593333,0.817433333,0,1.60E-10,2.35E-09,15.60420018,HI_L,CK_L,100 - 42.7 - 11 - 1.24,32578691.33,17.77,26008875.14,30882997.18,32721343.91,45082267.6,40164697.91,33250294.3,2740346.051,1412466.445,2117023.6,3935509.468,954108.7653,1367438.796,24676773.14,23422193.76,31138536.47,5076366.478,30843353.57,32493437.96,2407998.54,1611653.656,1932001.869,3385483.412,1034182.901,1172524.97,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.44_723.1353m/z,312.0987172,313.1059936,1,13.27055,0.366116667,34,6.89E-11,1.05E-09,102.8357231,HI_L,CK_L,100 - 18.9,9043403.903,24.7,10143835.19,6099631.752,9230362.473,5489505.531,11607752.19,12242070.42,114455.3744,35794.75133,64925.7849,215299.5778,20441.89207,76724.39386,9624296.26,4626065.142,8783868.39,618130.8825,8913847.821,11963411.58,100574.2958,40842.55739,59251.45935,185209.3497,22157.48981,65788.14929,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.33_453.2213m/z,247.119943,265.153909,1,7.603416667,0.525833333,5,1.79E-06,9.08E-06,7.80799832,CK_L,HI_L,100 - 15.9 - 0.0152,11473511.24,47.04,1413307.211,2373023.475,1017001.725,607958.9232,785828.7038,1305530.085,21004342.45,7703923.166,8875385.456,13155718.18,4159514.575,13942183.62,1340921.56,1799741.628,967806.9879,68457.56572,603455.1191,1275813.094,18456948.51,8790336.916,8099702.474,11317077.5,4508604.266,11954873.95,x,x,x,x,,,"M+H, M+NH4",,,,,,,
7.30_467.2372m/z,532.1410066,555.1302273,1,6.236883333,0.343633333,0,6.40E-11,9.78E-10,13.22758164,CK_L,HI_L,100 - 23.3 - 4.49 - 0.0627,1008480.519,11.36,53188.79672,80564.0761,55176.74733,72120.71468,111830.1435,61076.66916,1090138.089,1155767.003,896443.305,858589.8166,995945.8583,1053999.04,50464.61499,61101.17451,52507.71983,8120.957481,85876.82308,59686.41788,957926.801,1318754.241,818096.7567,738593.4669,1079531.196,903762.7113,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
7.24_297.0596m/z,601.1455284,602.1528049,1,13.04471667,0.3385,0,1.01E-08,1.11E-07,10.17228032,HI_L,CK_L,100 - 14.3 - 1.71,659326.4492,36.83,630732.8473,956402.5676,522392.9134,1186131.34,554990.6739,673289.124,71985.35349,49774.01979,64938.88826,105009.0977,33936.77085,63251.82758,598428.4711,725352.0802,497123.5542,133561.1027,426189.5265,657963.4509,63255.01338,56793.19409,59263.41752,90333.04611,36784.93418,54235.95373,x,x,x,x,,,"M+H, 2M+H",,,,,,,
7.13_374.0836n,374.083605,375.0908814,1,7.133833333,0.503183333,0,4.45E-08,4.14E-07,4.555194356,CK_L,HI_L,100 - 15.6 - 0.224,766565.6869,18.89,163393.3179,170910.7907,128752.7914,75687.55922,151837.2595,210129.5749,770764.2442,936495.365,549175.5198,882607.5285,650761.8582,809589.6056,155024.7681,129621.6695,122524.7197,8522.592338,116599.166,205346.5225,677286.423,1068560.732,501179.1701,759254.4679,705377.4274,694191.2365,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.96_453.2213m/z,593.1474429,1187.327328,1,13.04471667,0.198,0,3.10E-07,2.13E-06,207.5832679,HI_L,CK_L,100 - 59.7 - 11,935378.0175,34.8,1140874.64,1414242.63,1039670.678,572575.1739,1062977.611,1100135.4,0,0,0,27036.2258,0,0,1082442.225,1072585.822,989379.3909,64473.2746,816283.8517,1075093.683,0,0,0,23257.64802,0,0,x,x,x,x,,,"M+H, 2M+H",,,,,,,
6.91_302.1954m/z,222.0665352,223.0738117,1,9.076666667,0.586616667,18,0.000181734,0.000432411,353.9543283,CK_L,HI_L,100 - 1.28,1511074.998,27.72,4282.610654,20014.45553,480.8637695,6409.246723,3453.534954,0,1292004.274,1505248.8,1622573.137,1904240.951,812940.0147,1929442.81,4063.267288,15179.30571,457.6032715,721.695845,2652.045334,0,1135310.778,1717520.257,1480764.944,1638104.597,881166.4804,1654421.303,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.74_276.1098n,276.109826,294.1438366,1,6.73825,0.58435,0,3.97E-07,2.60E-06,4.765418564,HI_L,CK_L,100 - 13.4 - 1.49 - 0.53,732760.532,12.31,934278.8361,765285.4244,906544.8313,249144.117,730775.0226,818255.155,133820.6549,174928.5303,177780.6617,151802.2192,149056.3478,135209.0732,886427.6814,580405.567,862693.1511,28054.1976,561178.1883,799629.7078,117590.9669,199597.0993,162243.1468,130586.3699,161565.9889,115936.461,x,x,x,x,,,"M+H, M+NH4",,,,,,,
6.68_324.1066m/z,328.0934561,329.1007325,1,13.10115,0.56395,69,1.59E-05,5.34E-05,5.210560575,HI_L,CK_L,100 - 17.9,2364958.729,32.41,2140986.636,942196.5774,2674461.857,2170599.089,3587166.427,3072376.372,863709.8842,194269.4756,471079.4234,588426.9316,121985.6214,483796.5679,2031331.276,714578.014,2545091.922,244414.4236,2754663.876,3002441.727,758959.672,221665.5211,429908.4462,506188.4953,132223.336,414836.5237,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.60_275.0996n,275.099595,276.1068714,1,6.598966667,0.6437,3,0.000124192,0.000312015,3.285061401,CK_L,HI_L,100 - 11.9 - 0.888 - 0.163,891738.4247,32.07,280722.1561,292221.2162,280425.661,63009.58487,315473.6058,352289.3965,725267.4989,1464385.738,657870.945,630993.269,1032444.155,839468.9423,266344.3507,221625.573,266860.8201,7095.023418,242259.11,344270.446,637307.4955,1670894.652,600374.9299,542805.7696,1119092.634,719811.5922,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.57_302.2061m/z,358.1037884,359.1110649,1,13.496,2.038883333,47,3.20E-09,3.86E-08,7.290515914,HI_L,CK_L,100 - 18.2,23505809.23,20.51,21568543.49,14177694.77,24723962.28,25243932.99,31576183.81,26148842.17,4158781.04,2734964.54,3217627.675,4374125.45,1446731.265,3412746.032,20463862.89,10752606.43,23528006.77,2842524.612,24248044.99,25553631.89,3654406.592,3120651.548,2936416.336,3762798.508,1568149.032,2926295.46,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.54_490.1669n,409.0986888,410.1059652,1,8.489166667,0.30505,1,1.69E-08,1.76E-07,12.866095,CK_L,HI_L,100 - 0.0305,708426.5116,52.57,34798.60813,67770.78808,39845.24609,63530.96089,46225.5733,44038.81669,579789.8385,799990.4625,523116.6074,345620.009,1411302.312,590739.8403,33016.32054,51398.52587,37917.83894,7153.731551,35497.63289,43036.38774,509473.2777,912805.793,477397.7311,297316.2222,1529746.683,506536.1725,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.54_311.1116m/z,772.2031747,773.2104511,1,8.185616667,0.442616667,0,8.76E-08,7.45E-07,3.779731601,HI_L,CK_L,100 - 30.1 - 3.92,761346.1539,22.7,788211.1393,737459.4042,666398.4361,579555.385,772371.3708,1014999.607,266026.62,242437.4627,160722.3522,173091.6345,128100.6164,238193.0876,747841.1644,559301.837,634163.1951,65259.26234,593120.9376,991895.7846,233763.0725,276626.1984,146675.6842,148900.3805,138851.5354,204241.2018,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.49_453.1852m/z,782.2154173,783.2226937,1,12.56243333,0.5726,0,2.74E-10,3.95E-09,5.503447484,HI_L,CK_L,100 - 41 - 9.3 - 0.78,11417861.62,13.99,12358531.05,11299800.16,12396701.06,8081481.066,12093699.66,14086600.3,2013525.926,2527049.918,1938216.213,3009040.809,1310661.164,1649552.384,11725561.58,8569961.888,11797043.82,909993.258,9287017.556,13765955.54,1769326.72,2883416.632,1768821.73,2588497.837,1420659.168,1414426.274,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.49_231.1696m/z,159.0890486,160.096325,1,1.141033333,0.465416667,17,7.12E-08,6.25E-07,6.181755942,HI_L,CK_L,100 - 0.454,13024325.61,20.42,12576244,13796759.17,11618230.14,23224481.46,12027636.75,14562878.21,2660725.314,1737475.561,1739517.322,2209219.042,1738895.156,2555552.092,11932123.88,10463698.35,11056229.35,2615129.749,9236286.397,14231392.22,2338034.158,1982495.831,1587488.547,1900459.008,1884832.948,2191285.38,x,x,x,x,,,"M+H, 2M+H",,,,,,,
6.46_294.0963m/z,596.170992,597.1782684,1,8.879116667,0.337883333,0,3.31E-06,1.53E-05,3.305550543,CK_L,HI_L,100 - 26.9 - 4.28 - 0.218,1398743.67,28.28,433314.8053,395315.8301,343026.539,415936.5719,333350.996,562103.2621,2103032.819,1212427.209,1542037.171,1385813.219,758854.7794,1390296.823,411121.6302,299814.2931,326433.5481,46835.40964,255987.5505,549308.4455,1847978.271,1383404.718,1407267.589,1192132.227,822542.1101,1192124.83,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.46_253.1174m/z,258.1117642,517.2215291,1,8.5996,1.055983333,1,3.63E-08,3.49E-07,8.950232446,CK_L,HI_L,100 - 21.3 - 5.37 - 0.389 - 0.0404,781359.2706,20.29,56328.15509,67205.3394,63982.78478,87927.96277,86532.40792,74752.90062,1055039.269,699578.2217,612363.9614,836478.9459,811022.2671,673672.9584,53443.18418,50969.67991,60887.78879,9900.889782,66450.13636,73051.34555,927084.745,798233.3332,558845.1249,719572.8073,879087.7847,577648.0586,x,x,x,x,,,"M+Na, 2M+H",,,,,,,
6.43_439.1695m/z,370.2474369,371.2547133,1,14.3853,0.351433333,0,0.000248848,0.000564808,399.7365189,CK_L,HI_L,100 - 22.6,915587.1322,39.97,2573.38407,2093.309721,4350.539283,10476.05114,1595.81327,0,1034252.623,533151.6744,1332383.852,1326363.957,570465.1851,696905.5023,2441.58252,1587.601929,4140.093588,1179.627327,1225.460056,0,908819.0906,608337.1737,1215937.362,1140991.582,618341.8091,597569.051,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.43_387.2700m/z,285.1314207,286.1386971,1,3.960466667,1.384466667,4,0.000720949,0.001380223,3.802448629,CK_L,HI_L,100 - 11.6 - 1.43,1217893.125,38.39,150678.3028,181518.8028,313341.1308,42627.38112,482122.1946,201471.4162,1272528.624,722883.9945,1183508.526,1098085.664,943928.0606,2086423.883,142960.9806,137666.9675,298184.0921,4799.940643,370232.2211,196885.4442,1118197.123,824825.7058,1080073.309,944617.4204,1023147.775,1789026.397,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.41_352.0992n,270.1682201,288.202063,1,2.699383333,1.59675,0,1.41E-06,7.40E-06,3.226596715,HI_L,CK_L,100 - 12.4,1943474.934,16.1,2344233.451,1837317.796,2328224.964,832381.8215,1773826.017,2340383.746,531808.9344,768186.0077,613169.9299,636762.7758,573103.2459,490947.1259,2224168.356,1393453.27,2215603.312,93728.09754,1362159.953,2287111.006,467311.4686,876516.2471,559580.6541,547768.9312,621201.2707,420967.846,x,x,x,x,,,"M+H, M+NH4",,,,,,,
6.24_532.1410n,378.2366234,379.2438998,1,12.7052,0.965316667,0,2.36E-07,1.70E-06,5.685683914,CK_L,HI_L,100 - 20.1,1539007.232,30.36,218372.0887,349659.494,257029.6345,272829.9198,427105.6756,202354.4785,1754633.019,1727936.97,691813.7367,1316405.203,1220103.398,2523151.065,207187.6797,265187.7462,244596.5138,30721.27319,327983.8279,197748.4059,1541832.188,1971612.1,631351.2199,1132424.662,1322501.288,2163502.774,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.24_353.0852m/z,218.1663864,219.1736629,1,14.03853333,1.24605,45,0.000114963,0.000291386,2.43682768,HI_L,CK_L,100 - 13.9,2231062.314,25.81,2365584.68,1716746.879,2261332.104,2692778.533,3276805.859,2201227.549,1258367.254,611289.082,779390.8108,1392750.471,488011.364,963551.9126,2244426.034,1302010.223,2151946.215,303213.0237,2516331.181,2151122.337,1105753.235,697493.5845,711274.3114,1198099.929,528968.0029,826207.8576,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.18_359.2640m/z,344.114742,345.1220184,1,12.73416667,0.28425,1,1.50E-09,1.95E-08,20.12278303,HI_L,CK_L,100 - 9.93,2674744.288,16.45,2979515.229,2299596.612,2725853.839,1803610.186,2824593.7,3382346.915,178613.0532,52976.46608,131245.6862,249646.5064,41642.24375,143403.1909,2826912.774,1744053.438,2593997.955,203090.6335,2169067.532,3305356.598,156950.9702,60447.25205,119775.1934,214755.9581,45137.09338,122962.5945,x,x,x,x,,,"M+H, M+Na",,,,,,,
5.89_400.1588m/z,312.0621118,313.0693882,1,12.73416667,0.484016667,22,3.83E-06,1.73E-05,4.018763171,HI_L,CK_L,100 - 14.9,1412465.547,22.08,1365910.882,1348328.018,1276664.337,2246097.007,1559815.702,1403164.679,479052.8358,139392.7252,380158.7393,547767.3147,139104.5917,423330.1398,1295952.739,1022595.051,1214909.116,252915.6619,1197816.732,1371225.29,420953.5978,159050.005,346933.9666,471211.4589,150779.0258,362988.9405,x,x,x,x,,,"M+H, M+Na",,,,,,,
5.89_374.0836n,358.1039428,359.1112192,1,12.56243333,0.88385,47,8.66E-05,0.000229035,2.064951276,HI_L,CK_L,100 - 19.2,28344457.17,19.43,29470352.15,22701230.54,27065226.51,40921651.25,29626657.64,32568897.75,16404278.03,12402855.59,13914921.9,18082755.04,6293633.215,15260275.79,27960962.96,17217001.87,25756018.61,4607871.557,22750961.03,31827551.63,14414777.12,14151916.76,12698798.03,15555512.63,6821830.06,13085086.13,x,x,x,x,,,"M+H, M+Na",,,,,,,
5.69_233.1489m/z,132.0241051,150.0580178,1,1.554483333,0.566233333,2,1.61E-09,2.08E-08,8.199815704,CK_L,HI_L,100 - 4.87 - 6.68,1771519.034,24.64,131371.2235,135350.4754,255918.5254,247658.8506,241774.259,261841.8745,2240803.102,944779.6525,2201665.925,1693975.458,1459525.69,2088364.374,124642.756,102652.1177,243539.1516,27886.95321,185663.763,255881.7262,1969039.858,1078013.277,2009246.701,1457225.77,1582017.236,1790690.292,x,x,x,x,,,"M+H, M+NH4",,,,,,,
5.40_341.0222n,,515.1143732,1,11.42116667,0.548966667,48,1.61E-05,5.40E-05,18.0600317,HI_L,CK_L,100 - 22.6 - 2.1,748900.9718,44.01,1005348.634,1310592.882,626941.0667,325175.8541,343299.9106,1065967.719,5524.560252,1555.995651,96252.99929,89299.09615,51671.82837,4499.393091,953857.483,993976.0785,596614.4704,36615.54516,263627.5405,1041703.74,4854.544928,1775.423472,87840.76595,76818.67143,56008.41676,3858.052564,x,x,x,x,,,,,,,,,,
5.40_314.0625n,,707.2069013,1,13.24188333,0.311233333,0,1.99E-08,2.03E-07,2037.484136,HI_L,CK_L,100 - 39 - 8.44 - 0.135,1307872.906,44.75,962515.872,746796.3063,1631124.507,209139.971,2291832.277,1870397.357,0,0,0,3851.434863,0,0,913218.4952,566383.1033,1552223.224,23549.63923,1759948.336,1827822.633,0,0,0,3313.159058,0,0,x,x,x,x,,,,,,,,,,
5.40_297.0597m/z,,329.1008165,1,11.44958333,0.573283333,84,3.17E-09,3.83E-08,8.585674134,HI_L,CK_L,100 - 18.9,8887992.725,26.2,11569957.68,7768159.866,8671278.931,4150307.46,8323232.897,12134396.82,907224.2985,727345.1037,1099997.88,1626036.859,638367.147,1212300.595,10977376.74,5891505.428,8251829.019,467334.1157,6391593.327,11858188.88,797196.6845,829915.9244,1003861.252,1398782.256,691942.4828,1039500.067,x,x,x,x,,,,,,,,,,
5.11_219.1333m/z,,373.2182662,1,11.13118333,0.580333333,25,1.30E-05,4.64E-05,3.668349055,CK_L,HI_L,100 - 17.2 - 0.337,1246415.451,28.95,414311.8916,569689.7556,408395.1192,133914.1676,282591.1592,372662.4139,1376915.752,909838.5012,1421494.514,1765426.215,777011.7342,1227805.99,393091.9928,432062.4634,388640.0982,15079.04166,217007.9571,364179.7248,1209924.243,1038144.695,1297260.011,1518690.583,842222.898,1052795.333,x,x,x,x,,,,,,,,,,
5.02_322.1863m/z,,801.268729,1,11.42116667,0.288166667,1,0.000352345,0.000755149,138.7687797,HI_L,CK_L,100 - 39.9 - 54.8,1497765.859,47.8,2656960.132,1868846.902,1341877.951,191892.422,1018921.498,1747713.364,0,15014.481,25764.35654,9918.927394,0,14061.72329,2520878.049,1417365.484,1276968.196,21607.52576,782452.1948,1707931.222,0,17131.83579,23512.6264,8532.659985,0,12057.37451,x,x,x,x,,,,,,,,,,
4.69_367.1852m/z,,831.2800043,1,11.44958333,0.259583333,0,4.00E-06,1.78E-05,1605.154232,HI_L,CK_L,100 - 44.5 - 13 - 2.38 - 0.191,8015141.966,46.2,14144924.51,9569549.148,7458059.671,1170109.909,5154147.226,8620839.87,0,7460.714227,368.2321756,9326.414213,6724.092684,6080.815209,13420460.95,7257709.898,7097295.993,131757.0529,3957982.844,8424608.906,0,8512.830446,336.04975,8022.956334,7288.416091,5214.059814,x,x,x,x,,,,,,,,,,
4.52_650.2753m/z,,785.2380769,1,11.44958333,0.431183333,1,1.49E-07,1.15E-06,32.23471045,HI_L,CK_L,100 - 42 - 10.6 - 1.85,6255804.241,39.94,9117099.543,7920995.177,6766016.976,622110.6414,4379888.81,8087681.071,138276.888,208679.8269,166135.0576,388423.0178,115903.906,147003.9065,8650147.147,6007418.344,6438729.012,70051.08158,3363412.803,7903586.078,121506.7507,238108.0322,151615.3348,334137.0906,125631.209,126050.0665,x,x,x,x,,,,,,,,,,
4.20_252.1083m/z,,785.2014578,1,13.186,0.366466667,1,0.001555935,0.002602391,34.42000659,HI_L,CK_L,100 - 26 - 1.77,563114.8261,43.21,586344.3895,634415.7803,539398.809,159053.2271,529369.7448,1115259.881,10791.03917,51802.71708,13509.69838,10418.51936,11638.6393,0,556313.4662,481151.7885,513306.8352,17909.75728,406514.6525,1089873.895,9482.308472,59107.97998,12328.98987,8962.429077,12615.4189,0,x,x,x,x,,,,,,,,,,
4.02_353.1695m/z,,391.2438559,1,13.186,1.161516667,12,1.11E-06,6.07E-06,3.674723362,HI_L,CK_L,100 - 21.6,3348323.604,30.42,2259694.679,2589045.368,5046063.964,2410964.302,3458088.583,3273212.243,1269857.967,1007844.339,711839.7849,1136494.836,817502.8065,523522.5853,2143959.424,1963576.33,4801974.124,271480.0966,2655542.165,3198706.092,1115850.361,1149971.399,649627.0495,977658.5336,886112.2072,448900.0208,x,x,x,x,,,,,,,,,,
3.96_285.1314n,,797.2381507,1,13.12953333,1.92525,2,1.49E-06,7.76E-06,367.0184061,HI_L,CK_L,100 - 38.1,3206920.451,38.77,3027840.8,2699765.446,4003634.581,461885.8773,3532826.756,5304505.942,4741.631033,221.0550149,39255.5464,8105.323547,95.56862355,7.463224401,2872763.244,2047548.333,3809969.472,52009.40656,2712935.25,5183762.681,4166.568891,252.2283797,35824.72534,6972.525067,103.5892761,6.399421311,x,x,x,x,,,,,,,,,,
2.70_270.1682n,,631.1608436,1,14.76596667,2.095166667,2,0.000174888,0.000417664,2.147130139,CK_L,HI_L,100 - 25.8,1269461.798,15.96,360272.1141,380526.5414,593446.0409,616927.6671,500384.902,605466.4454,1365146.463,1068949.578,1570659.299,1343795.461,1241557.865,1026662.124,341819.9818,288597.8434,564739.6768,69467.46682,384256.5551,591684.5789,1199582.326,1219693.75,1433388.226,1155986.863,1345756.334,880322.3813,x,x,x,x,,,,,,,,,,
2.04_328.1743m/z,,333.2387291,1,14.23945,1.015683333,4,4.84E-05,0.000138061,3.159536401,HI_L,CK_L,100 - 19.4,1816347.98,28.69,2303801.561,1126886.659,1991944.072,2219892.932,1784960.086,1813765.608,812585.3329,391893.0594,691093.2289,633099.1251,422231.0721,498366.2072,2185807.274,854650.1333,1895589.108,249965.0232,1370710.049,1772479.958,714035.4754,447158.1496,630693.6824,544617.3116,457667.0616,427329.4163,x,x,x,x,,,,,,,,,,
14.79_402.2733n,,375.1059128,1,11.33506667,0.91875,61,2.55E-09,3.13E-08,5.460575966,HI_L,CK_L,100 - 16.5,3081160.528,11.2,3249679.66,2764692.725,2928210.862,4533989.624,2205945.256,4109258.764,522717.2865,659572.7608,478070.476,584231.4951,545544.6193,595396.9179,3083240.137,2096790.292,2786566.497,510537.6052,1693993.807,4015722.192,459322.4503,752586.2684,436288.5011,502579.4123,591329.7703,510529.4334,x,x,x,x,,,,,,,,,,
14.79_348.2653n,,205.1944443,1,14.06718333,0.8938,172,7.94E-08,6.84E-07,6.508084161,HI_L,CK_L,100 - 15.1,1116399.23,27.49,1328889.685,923670.8871,1191260.715,452990.4194,1304092.732,1472409.045,211225.8936,145039.5838,156708.0363,242162.0919,84081.38246,190025.2916,1260827.664,700527.8134,1133636.665,51007.75764,1001441.448,1438893.488,185608.545,165493.1884,143012.2078,208317.5639,91137.96161,162939.2117,x,x,x,x,,,,,,,,,,
14.77_631.1608m/z,,709.1861527,1,11.42116667,0.48705,2,0.000524672,0.001051749,6.474844052,HI_L,CK_L,100 - 38.7 - 6.94 - 1.11,3106699.544,37.09,3660313.925,3140515.98,3591439.229,209575.8177,3068307.834,4519264.848,474708.8307,289559.3023,551403.7733,840293.0328,297155.2051,425744.1361,3472842.861,2381821.083,3417712.968,23598.71657,2356220.969,4416395.555,417136.4309,330393.1996,503212.6807,722853.8381,322094.1293,365058.8474,x,x,x,x,,,,,,,,,,
14.39_370.2474n,,719.3366409,1,13.78051667,0.258,2,4.43E-07,2.84E-06,35.72746367,HI_L,CK_L,100 - 44.5,659449.9043,47.25,982746.6574,472735.2306,976904.5872,303388.1626,566504.1331,995247.6434,22612.06919,19678.16165,15546.49788,40685.69471,11029.29554,1195.001322,932413.1162,358530.4918,929649.4421,34162.20125,435030.9648,972593.4232,19869.69112,22453.19262,14187.77899,34999.46975,11954.93561,1024.666621,x,x,x,x,,,,,,,,,,
