,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
11.07_382.6671n,382.6671212,383.6743976,1,11.07378333,0.406183333,0,1.39E-08,9.71E-08,3.607378039,CK_V,HI_V,100 - 10.4 - 0.395,855128.4623,8.43,780742.9978,842665.4586,880416.6485,791229.3407,979851.8165,855864.5115,181244.4299,214968.8548,257557.7249,308104.7101,263528.2727,140534.6908,641813.5191,861397.7447,492613.0551,596011.2209,994346.2291,709119.3719,161375.7682,171525.9452,138875.6113,176272.578,229427.3927,113096.9014,x,x,x,x,,,"M+H, 2M+H",,,,,,,
14.44_364.1364n,364.1364321,387.125381,1,14.44293333,0.263233333,0,1.71E-06,6.02E-06,221.1227089,CK_V,HI_V,100 - 20,408164.6647,64.19,614989.4439,194094.6336,836489.2283,257259.5598,350082.2291,196072.8933,0,0,0,18293.8192,0.011558907,0,505555.0166,198409.3189,468034.6686,193786.5249,355260.8042,162454.5534,0,0,0,10466.2427,0.01006317,0,x,x,x,x,,,"M+H, M+Na",,,,,,,
2.70_270.1682n,270.1682201,288.202063,1,2.699383333,1.59675,0,2.65E-11,3.31E-10,3.473153993,HI_V,CK_V,100 - 12.4,1889599.24,7.75,541089.0248,570529.9956,544766.5992,608764.3408,503945.7663,495255.7711,1991978.379,1853933.335,1677483.399,1710148.832,1824849.29,1870921.187,444804.8233,583212.7643,304809.2505,458565.3733,511400.3606,410340.0207,1773610.595,1479273.209,904502.2143,978408.7469,1588711.566,1505645.244,x,x,x,x,,,"M+H, M+NH4",,,,,,,
1.55_132.0241n,132.0241051,150.0580178,1,1.554483333,0.566233333,2,1.19E-11,1.56E-10,6.838466804,CK_V,HI_V,100 - 4.87 - 6.68,1662822.644,14.85,2018888.385,1044573.049,2022964.573,1522522.321,1629439.66,1738547.877,237727.1059,258881.3374,322858.724,192724.0838,228184.044,249844.5728,1659636.862,1067793.7,1131894.496,1146874.036,1653543.071,1440459.28,211666.6115,206564.184,174086.0333,110261.1222,198656.7503,201065.2803,x,x,x,x,,,"M+H, M+NH4",,,,,,,
11.25_840.2288n,840.2287604,841.2360368,1,11.24896667,0.289983333,0,0.00626182,0.007218217,44.09344252,CK_V,HI_V,100 - 35.5 - 4.42,488355.0914,38.22,311236.1164,797581.8297,288428.51,450044.441,547855.9492,534983.7024,23660.4619,0,21490.22519,0,3979.734038,9901.159283,255853.1395,815311.9157,161382.2839,339006.0541,555960.0829,443256.2654,21066.71757,0,11587.56998,0,3464.751599,7968.071287,x,x,x,x,,,"M+H, M+Na",,,,,,,
14.39_370.2474n,370.2474369,371.2547133,1,14.3853,0.351433333,0,0.000138968,0.000270558,492.8798526,CK_V,HI_V,100 - 22.6,966672.9447,34.94,1197908.129,705879.7748,1091224.892,1469908.116,644551.8215,690564.9348,3038.370992,585.9638497,9099.941532,1351.943194,3551.760899,569.421333,984746.112,721571.3423,610565.0419,1107241.208,654086.3244,572161.7923,2705.293913,467.546814,4906.705647,773.4724731,3092.158706,458.2483368,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.02_390.1301n,390.1300788,391.1373553,1,11.01586667,0.83965,8,4.62E-13,7.04E-12,28.48765086,HI_V,CK_V,100 - 20.7 - 2.38,7603493.996,15.17,153076.7087,331095.7544,421384.1679,306970.4152,185560.3329,203342.1038,6907910.085,6729446.668,6475718.113,6746784.092,8626378.871,9864768.454,125837.4412,338455.9474,235773.9857,231232.34,188305.2255,168477.3968,6150640.31,5369497.369,3491719.427,3859963.792,7510114.922,7938785.351,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.28_512.2241n,512.2240831,535.213056,1,11.27775,0.520633333,61,4.40E-08,2.66E-07,219.1248527,CK_V,HI_V,100 - 26.7,1529541.304,62.59,758839.5526,2106828.664,661558.1471,3173236.883,1363386.524,1113398.055,290.2631828,9976.689024,1225.510195,6649.621213,4436.706641,4707.643696,623807.6871,2153663.048,370156.7668,2390311.748,1383554.356,922496.632,258.443496,7960.506726,660.7974096,3804.375057,3862.591389,3788.53016,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
10.96_606.1563n,606.1562704,607.1635469,1,10.95746667,0.465166667,0,5.50E-09,4.30E-08,13.23551328,HI_V,CK_V,100 - 25.7,390308.4724,27.12,24248.84099,32690.7689,13962.87303,13920.76969,60732.67059,31380.98781,502591.6503,414800.472,311705.9466,325685.2534,543529.0906,295350.4008,19933.87582,33417.47821,7812.543701,10486.13153,61631.0558,26000.45459,447495.7587,330973.7268,168072.4346,186330.742,473195.7632,237686.6164,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.96_270.1094n,270.1094212,271.1166976,1,10.95746667,0.40765,1,2.02E-14,3.80E-13,41.57617513,HI_V,CK_V,100 - 14.8 - 0.332,1657451.6,14.19,34576.79739,36693.63923,30393.25358,36550.41293,28977.19371,72001.21118,1995180.301,1871601.66,1527540.345,1514665.064,1809774.961,1767874.554,28424.02183,37509.33156,17005.71375,27532.41711,29405.8375,59656.00041,1776461.51,1493370.954,823652.6369,866568.7567,1575587.873,1422717.287,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.93_810.2187n,810.2187488,811.2260252,1,10.92863333,0.465233333,0,6.76E-05,0.00014511,539.2033927,CK_V,HI_V,100 - 36.5 - 7.11 - 0.241,1348536.394,26,1073677.474,1679486.786,1131788.882,1761385.702,921996.7116,1522882.807,12.07975963,0,8807.61329,9525.23532,0,0,882621.7078,1716821.444,633261.5128,1326803.227,935635.3052,1261771.793,10.75553323,0,4749.081707,5449.568705,0,0,x,x,x,x,,,"M+H, M+Na",,,,,,,
14.41_298.2498n,298.2497962,321.2394813,1,14.4138,0.6709,1,2.42E-06,8.18E-06,5.031767832,CK_V,HI_V,100 - 18.7,843672.3224,36.67,1011497.639,517215.5967,1489426.227,959904.5316,491567.1167,592422.8229,229569.7559,170377.733,240555.7493,265057.2336,148867.9998,175994.8537,831506.4766,528713.1969,833367.7078,723069.586,498838.6005,490846.9675,204403.4994,135946.2129,129708.114,151644.2961,129604.299,141633.8734,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.66_576.2032n,576.2032311,599.1921609,1,7.658016667,0.248166667,0,8.08E-10,7.75E-09,59.28808997,HI_V,CK_V,100 - 27.5 - 4.26 - 0.0748,914596.6936,32.42,15724.30778,2835.772903,20779.92206,10558.58544,11720.06564,30939.23031,670483.1894,953800.5524,1391291.387,1125519.218,920366.7156,666022.9141,12926.24249,2898.811572,11626.83703,7953.490945,11893.43416,25634.44011,596982.4276,761047.6476,750186.9412,643931,801270.1399,535989.5651,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
6.24_532.1410n,532.1410066,555.1302273,1,6.236883333,0.343633333,0,1.82E-10,2.00E-09,13.77879528,CK_V,HI_V,100 - 23.3 - 4.49 - 0.0627,1091998.837,10.42,1162188.333,1288218.301,1061002.304,1013688.501,982988.0025,1043907.581,66093.53754,57357.423,61101.33334,105307.0654,108740.9292,46184.17005,955382.4828,1316855.138,593654.8197,763583.5656,997528.8069,864920.8817,58848.1279,45766.10041,32945.95424,60248.17958,94669.72029,37167.23959,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
6.77_378.1150n,378.1149882,401.1046308,1,6.767116667,1.0189,2,1.19E-05,3.22E-05,3.224589604,CK_V,HI_V,100 - 14.6 - 1.09,678862.0047,28.66,755427.1488,682331.7655,379321.2217,750587.6647,431632.6621,1073871.565,123269.0193,197452.4575,200192.3511,225184.1207,251987.9436,296063.4041,621002.5043,697499.8654,212238.8147,565396.9682,438017.5682,889747.2902,109755.8292,157549.4247,107944.0935,128832.1281,219380.3963,238260.414,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
10.58_680.1927n,680.1927377,681.2000141,1,10.58156667,0.66305,0,3.11E-06,1.02E-05,3.438222832,CK_V,HI_V,100 - 31.3 - 3.52 - 0.209,1016624.801,32.06,728352.9499,1673733.796,652179.3513,1183372.012,885603.5492,976507.146,279819.4885,280954.0021,223669.3398,218412.9379,211646.6875,359155.7896,598746.0294,1710940.567,364909.1181,891401.4704,898703.7986,809076.8162,249144.6768,224176.1989,120602.9301,124958.2053,184259.348,289034.7335,x,x,x,x,,,"M+H, M+Na",,,,,,,
13.04_601.1455n,601.1455284,602.1528049,1,13.04471667,0.3385,0,6.20E-11,7.36E-10,16.68954857,HI_V,CK_V,100 - 14.3 - 1.71,748718.0467,26.71,47996.04024,42080.63822,65891.25173,30432.79865,37789.3897,44978.83236,669708.2004,662636.4669,1234789.317,617588.8483,611079.7354,1038255.101,39455.37466,43016.08247,36867.64769,22924.18714,38348.3875,37266.83479,596292.3956,528724.7141,665800.7302,353334.3531,532005.2722,835547.6787,x,x,x,x,,,"M+H, 2M+H",,,,,,,
10.58_744.3199n,744.3198993,745.3271757,1,10.58156667,0.3457,0,4.10E-09,3.31E-08,25.71315163,CK_V,HI_V,100 - 41.3 - 10.8 - 0.552,1657528.378,28.27,1282748.74,1261530.218,2116143.37,2250451.393,1201319.233,1832977.316,26956.33611,42219.93376,56279.06637,137966.1346,119091.9642,37712.27942,1054489.743,1289573.785,1184030.144,1695202.911,1219089.692,1518698.001,24001.28627,33687.73607,30345.77879,78933.0556,103681.3187,30349.38861,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.13_374.0836n,374.083605,375.0908814,1,7.133833333,0.503183333,0,6.28E-08,3.59E-07,3.578615106,CK_V,HI_V,100 - 15.6 - 0.224,690830.7873,22.95,697177.2338,927312.1503,415622.8893,774521.7428,597081.7329,733268.9747,212877.7377,212189.0067,153347.5379,173173.8616,140330.5172,203169.4127,573117.8828,947926.1156,232550.4199,583425.8486,605914.0367,607543.8668,189541.3198,169307.8746,82685.28184,99076.06738,122171.5771,163502.9108,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.55_1002.2811n,1002.281054,1003.288331,1,10.55255,0.398183333,0,3.40E-07,1.53E-06,1326.398342,CK_V,HI_V,100 - 39.7 - 6.75 - 0.255,1004300.745,22.53,713023.8285,1324358.124,894703.0746,1192409.333,862699.5116,1038610.599,0,0,0,0,0,308.7772372,586144.6518,1353798.342,500606.6341,898209.0347,875460.9541,860532.1119,0,0,0,0,0,248.4920167,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.42_358.1039n,358.1039489,359.1112253,1,11.42116667,2.5013,47,3.28E-09,2.73E-08,3.329842434,HI_V,CK_V,100 - 19.8,31108956.91,15.99,8805529.205,11281452.11,8847222.272,10758002.79,7141322.167,9221298.423,38225390.93,31529416.21,27333829.02,21703434.88,28755265.6,33930956.22,7238627.439,11532236.56,4950221.239,8103706.537,7246959.844,7640229.567,34034987.06,25157657.94,14738452.19,12416948.82,25034299.15,27306325.48,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.50_622.1511n,622.1510742,623.1583507,1,10.49541667,0.857283333,0,3.90E-06,1.24E-05,3.183082376,CK_V,HI_V,100 - 29.3,4305317.133,6.36,4179363.6,4050446.882,4508584.485,4697717.862,4002903.335,4392886.634,2581877.322,1524860.41,1032939.36,988916.4699,2256514.907,921115.6647,3435665.856,4140487.513,2522655.133,3538661.187,4062116.097,3639689.424,2298842.709,1216702.407,556962.8521,565777.964,1964519.125,741278.3765,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.82_247.1199n,247.1199217,265.1538453,1,6.8241,0.72605,5,9.52E-09,6.98E-08,37.58538256,CK_V,HI_V,100 - 15.1,3808512.937,59.08,7713040.697,2544069.782,2955123.096,4433338.678,1111643.331,4093862.035,88012.99432,49693.93495,58772.25295,70360.92116,43830.64255,131179.7104,6340542.031,2600623.949,1653458.302,3339511.647,1128087.264,3391935.097,78364.69555,39651.32144,31690.1097,40254.82427,38158.90394,105568.3737,x,x,x,x,,,"M+H, M+NH4",,,,,,,
11.88_388.1143n,388.114332,389.1216085,1,11.87976667,2.76305,33,6.66E-16,1.62E-14,16.57572996,HI_V,CK_V,100 - 21.4,92755724.91,8.35,5015696.815,6014094.448,5822725.383,6074359.139,5048142.289,5600236.273,98189782.21,88254743,93604032.53,78659997.03,93844531.8,106615314.3,4123177.579,6147786.575,3257946.729,4575647.06,5122816.699,4640028.854,87425867.6,70419402.03,50471470.98,45002883.78,81700934.9,85799894.76,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.85_418.0882n,418.0882497,441.0776971,1,9.846683333,0.3295,0,8.68E-08,4.75E-07,9.859472425,HI_V,CK_V,100 - 19.9 - 3.01,5144996.086,36.43,702255.1887,300222.1331,648722.9201,796040.9582,182670.3346,501085.2554,3322157.079,4573060.219,4500552.194,8690497.344,6674337.953,4900314.092,577292.2399,306896.0116,362975.1665,599635.6795,185372.477,415169.991,2957970.355,3648893.59,2426706.236,4971999.196,5810670.48,3943583.867,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.44_314.0627n,314.0626973,337.0517479,1,7.438033333,1.11035,0,3.74E-05,8.55E-05,2.385383918,CK_V,HI_V,100 - 13.4 - 0.00628,4558618.933,22.9,4726171.997,3029685.928,5845875.996,5638618.201,2671632.133,5439729.342,1426567.136,1818125.968,2264109.672,2592826.407,2124014.908,1687407.64,3885172.317,3097035.245,3270900.021,4247415.44,2711152.127,4507042.181,1270181.752,1450702.128,1220812.208,1483405.414,1849164.788,1357960.617,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.36_858.2394n,858.2393634,859.2466398,1,10.35508333,0.252416667,0,1.81E-06,6.34E-06,5.860986347,CK_V,HI_V,100 - 33.1 - 4.73,538835.8863,33.72,323205.4904,825348.9448,429074.3712,597201.5109,631123.7706,427061.2299,48544.73349,84501.98021,60559.85926,55022.42685,171752.3408,53708.1196,265692.6207,843696.2882,240076.8286,449855.4127,640459.6397,353838.0048,43223.08643,67425.03251,32653.9904,31479.37929,149527.3784,43222.22412,x,x,x,x,,,"M+H, M+Na",,,,,,,
13.02_782.2154n,782.2154205,783.2226969,1,13.01593333,0.817433333,0,8.88E-15,1.77E-13,24.40622347,HI_V,CK_V,100 - 42.7 - 11 - 1.24,32357704.11,10.89,1684454.463,1321299.481,1195227.786,1445765.768,774305.3067,1533730.731,31679790.66,30083300.31,35750902.08,30306292.93,33644731.91,32288581.54,1384713.855,1350671.707,668757.0166,1089055.444,785759.1821,1270759.75,28206938.86,24003786.61,19276953.87,17338807.91,29291062.56,25984605.65,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.60_247.1199n,247.119943,265.153909,1,7.603416667,0.525833333,5,3.55E-08,2.21E-07,11.45801973,CK_V,HI_V,100 - 15.9 - 0.0152,13002527.45,41.01,23605788.66,10205404.44,9093157.735,14386215.42,5426645.534,15297952.9,983097.8396,856031.1093,724380.8065,796605.8701,641542.9476,1565332.093,19405251.58,10432268.56,5087827.701,10836738.95,5506918.936,12674990.74,875327.1433,683036.3647,390587.4979,455753.4039,558526.5076,1259718.923,x,x,x,x,,,"M+H, M+NH4",,,,,,,
9.27_694.2083n,694.208302,717.1970334,1,9.26945,0.670333333,0,0.003514984,0.004383143,51.36825125,CK_V,HI_V,100 - 29.4 - 0.239,481565.9844,47.77,428480.2544,630524.8312,351983.4202,380708.8286,229830.6682,867867.9038,5871.954365,0,0,18643.03733,20030.92791,10133.68118,352234.2445,644541.2732,196942.6956,286777.4513,233230.4277,719064.6821,5228.249756,0,0,10666.03704,17438.9014,8155.195949,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
11.96_372.1197n,372.119726,373.1270024,1,11.96485,4.62245,41,4.91E-08,2.94E-07,3.014053638,HI_V,CK_V,100 - 22.2,226960812,16.24,77570994.38,73292916.97,74646140.3,98438380.9,44529770.88,83326918.76,275189714.8,225237595.9,200024088.9,173193149.5,216368286.7,277727912.7,63767607.3,74922203.99,41766206.14,74150914.99,45188475.45,69039820.56,245022435.5,179719483.4,107853366.2,99087102.38,188369966.5,223504717.3,x,x,x,x,,,"M+H, M+Na",,,,,,,
7.33_526.1880n,526.1879979,549.177196,1,7.3271,0.35985,1,8.48E-10,8.08E-09,8.351828318,CK_V,HI_V,100 - 24.2 - 3.6 - 0.347,492878.3143,18.82,401458.2526,452623.2103,602213.5282,267012.9898,843816.6219,390145.2828,45096.85858,55870.01724,75947.96874,57889.21368,63078.3795,50020.07033,330020.6785,462684.9346,336952.1084,201133.5144,856298.7401,323251.606,40153.17988,44579.28347,40951.28807,33119.52268,54915.96024,40254.22425,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
6.32_490.2032n,490.2031668,508.2369924,1,6.321116667,0.22475,61,9.44E-12,1.26E-10,93.34635363,HI_V,CK_V,100 - 23.7 - 3.15,347091.026,22.79,7207.386955,910.7943404,3515.489915,4269.004791,3762.771771,2644.434456,294024.1648,361868.2294,514270.4416,334639.3497,328312.4806,268475.3632,5924.866952,931.0411181,1966.996229,3215.723465,3818.432398,2191.024017,261792.1857,288738.5251,277295.5926,191453.5511,285828.4451,216058.6222,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
9.30_770.1885n,770.1885251,771.1958015,1,9.29735,0.250766667,0,3.49E-08,2.18E-07,4.98428903,CK_V,HI_V,100 - 31 - 4.88 - 0.0449,911291.642,21.76,1190852.234,858201.7489,1026804.775,928232.5633,594586.0741,869072.457,176559.4879,154450.2557,138320.1896,164515.3306,348717.1775,142518.3122,978945.7797,877279.4036,574520.5274,699211.9666,603381.461,720062.7046,157204.4062,123237.5086,74582.50726,94122.35676,303592.7494,114693.2434,x,x,x,x,,,"M+H, M+Na",,,,,,,
13.04_593.1474n,593.1474429,1187.327328,1,13.04471667,0.198,0,0,0,Infinity,HI_V,CK_V,100 - 59.7 - 11,1062267.035,20.03,0,0,0,0,0,0,1004584.695,929711.3334,1001842.266,960072.3566,749135.8253,1245351.977,0,0,0,0,0,0,894458.5332,741826.6025,540195.2403,549275.6969,652196.7357,1002211.261,x,x,x,x,,,"M+H, 2M+H",,,,,,,
10.72_766.1928n,766.1928151,767.2000915,1,10.72453333,0.521233333,0,1.66E-05,4.20E-05,1137.585657,CK_V,HI_V,100 - 36.2 - 8.16 - 0.446 - 0.0214,4141008.226,34.34,4276924.126,2773101.497,4794168.007,5088364.844,2108897.766,5804593.115,0,0,18872.78984,0,0,9801.458497,3515865.954,2834746.994,2682445.582,3832924.775,2140093.538,4809347.004,0,0,10176.2439,0,0,7887.835938,x,x,x,x,,,"M+H, M+Na",,,,,,,
13.27_314.2446n,314.2446385,337.2336576,1,13.27055,0.53575,1,0.000119253,0.000237009,2.333235759,CK_V,HI_V,100 - 16.6,765857.3713,22.25,864123.9409,444832.7101,986539.2849,552763.6294,730028.2216,1016856.441,271603.6593,405956.3919,362606.8469,366725.5061,324005.8305,344569.331,710357.2226,454721.253,551991.0738,416381.5833,740827.1302,842507.8865,241829.4961,323916.9408,195518.2961,209810.6529,282079.0808,277296.1139,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.34_694.2078n,694.2078405,695.2151169,1,11.33506667,0.49205,0,2.65E-05,6.29E-05,403.6220699,HI_V,CK_V,100 - 32.3 - 6.46 - 0.202,1330929.818,32.66,0,6876.407391,0,9600.678807,1611.685068,1696.021255,1062275.32,1082309.606,861369.2977,1033014.485,1146977.037,1433255.541,0,7029.268564,0,7231.926323,1635.525845,1405.224204,945824.9053,863586.3941,464451.9508,591007.2792,998556.8094,1153428.805,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.72_666.1772n,666.1771875,667.184464,1,10.72453333,0.578533333,0,4.23E-09,3.41E-08,4.597720441,CK_V,HI_V,100 - 31 - 6.74 - 0.398 - 0.0293,3768771.189,18.65,3084980.904,4200470.937,3299522.675,4648247.42,3053273.715,4326131.483,877927.7428,763988.2703,672816.7676,783041.8896,1025902.693,727214.2033,2536023.322,4293846.573,1846157.666,3501396.469,3098439.125,3584380.003,781686.1681,609594.4004,362784.0707,447993.192,893149.6327,585233.9556,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.88_703.3870n,703.3869509,726.3761716,1,11.87976667,0.3676,0,5.72E-08,3.32E-07,6.753035345,HI_V,CK_V,100 - 38 - 2.93 - 0.475 - 0.00996,56746128.78,28.2,9099595.079,4930498.664,10012546.78,9372960.613,5109402.796,11893327.28,77990999.32,57550265.02,57960145.29,61418036.07,70076456.57,25485527.14,7480365.699,5040102.672,5602246.694,7060392.494,5184983.4,9854116.695,69441347.44,45919971.11,31252219.71,35138429.24,61008477.61,20509769.73,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.67_482.1761n,482.1760923,505.1664281,1,10.66715,1.099,12,1.29E-07,6.67E-07,5.850605281,HI_V,CK_V,100 - 19.5,638901.1581,32.35,114462.2156,71067.80989,120192.1804,103340.0554,169010.5178,77142.66687,508235.2444,435214.0894,642560.6671,694310.3278,886673.2163,603301.3457,94094.21232,72647.63321,67250.24713,77843.21106,171510.5981,63915.91046,452520.6818,347261.9702,346469.9243,397228.1741,771936.6205,485513.6649,x,x,x,x,,,"M+H, M+Na",,,,,,,
10.67_796.2031n,796.20314,797.2104164,1,10.66715,0.57725,0,9.73E-05,0.000198145,359.3954382,CK_V,HI_V,100 - 37 - 8.79 - 0.649 - 0.195,3972184.737,17.56,3720599.665,4246222.416,3602063.494,4728169.637,2901000.547,4635052.662,15304.2224,19928.89059,38925.52072,720.4948983,0,118.7405253,3058536.767,4340615.099,2015436.107,3561599.669,2943913.463,3840334.058,13626.51888,15901.47465,20988.71423,412.208866,0,95.55779713,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.74_276.1098n,276.109826,294.1438366,1,6.73825,0.58435,0,1.02E-11,1.36E-10,4.889797158,HI_V,CK_V,100 - 13.4 - 1.49 - 0.53,769121.3447,9.11,155761.5563,160810.6096,173471.3216,170988.7853,136130.6726,146583.3736,857195.6751,829635.9085,726512.7576,787686.4106,765577.4284,720501.0922,128044.533,164385.3975,97061.13333,128801.1319,138144.3792,121450.4264,763226.8237,661975.3522,391737.0499,450650.4111,666510.7753,579831.5026,x,x,x,x,,,"M+H, M+NH4",,,,,,,
9.85_256.0598n,256.0597692,279.0489899,1,9.846683333,0.8667,1,8.80E-08,4.80E-07,6.983013694,HI_V,CK_V,100 - 12.8 - 0.236,2300411.835,31.32,434985.2659,234908.1628,302334.5791,471600.7421,131517.7735,401231.4436,1639660.026,1905988.261,1481619.623,3071606.472,3335009.529,2436771.94,357581.7203,240130.1247,169163.0445,355243.8207,133463.2441,332436.9517,1459914.638,1520808.39,798892.0965,1757324.616,2903455.228,1961020.116,x,x,x,x,,,"M+Na, 2M+H",,,,,,,
13.07_418.1246n,418.1246497,419.1319261,1,13.07376667,2.52235,33,1.03E-05,2.87E-05,2.908530511,CK_V,HI_V,100 - 20.7 - 0.448,4140030.806,15.71,3414812.539,5290409.874,4300032.937,4235340.245,3787276.722,3812312.521,2318180.85,1431030.82,1926081.265,1047155.518,715436.5443,2227857.872,2807162.996,5408014.637,2405965.818,3190364.892,3843299.837,3158659.605,2064053.586,1141834.775,1038546.653,599097.6337,622858.1828,1792894.128,x,x,x,x,,,"M+H, M+Na",,,,,,,
9.85_348.1405n,348.1405264,371.1304063,1,9.846683333,0.777283333,0,8.67E-10,8.25E-09,33.46120695,CK_V,HI_V,100 - 15.7 - 2.87,9529713.306,44.86,9337595.619,4316560.391,12700872.91,8215634.923,6502970.737,16104645.26,187615.2819,194930.3469,224816.6949,241333.2197,181228.5684,259494.2537,7676015.182,4412516.673,7106426.049,6188610.999,6599165.63,13343368.93,167048.2246,155537.0057,121221.5861,138071.3355,157777.3706,208830.9715,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.57_404.2031n,404.2031002,427.1928163,1,6.5711,0.390166667,33,3.59E-10,3.71E-09,27.94687893,CK_V,HI_V,100 - 17,418556.6273,13.56,430242.2275,370470.8309,519363.837,410649.6079,360090.5159,420522.7445,11401.96808,14878.19289,19072.58723,7912.752871,5604.581178,20070.9487,353682.6829,378706.324,290595.8297,309331.0139,365417.1381,348420.5975,10152.04362,11871.46901,10283.97502,4527.036757,4879.341537,16152.32575,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
6.57_367.2204n,367.220397,385.2542226,1,6.5711,0.499633333,12,7.34E-10,7.11E-09,16.43519598,HI_V,CK_V,100 - 16.1,468791.8556,29.22,28580.00327,47230.97283,18452.26177,25584.16133,30056.78436,21237.74486,569665.1875,452392.3638,397284.1388,499563.0669,431357.1291,489108.7763,23494.32852,48280.90799,10324.45838,19271.8425,30501.39795,17596.3556,507216.4551,360968.6988,214216.3573,285809.5537,375538.9904,393615.8873,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
6.60_275.0996n,275.099595,276.1068714,1,6.598966667,0.6437,3,4.97E-07,2.11E-06,3.031221963,CK_V,HI_V,100 - 11.9 - 0.888 - 0.163,782148.313,24.9,670933.0068,1100663.057,538329.4139,691556.7572,905383.6889,786023.9545,196756.7217,200792.3097,218584.8704,184180.1163,308965.5639,357636.2263,551543.6903,1125130.578,301207.4995,520930.6152,918776.5351,651253.5634,175187.5472,160214.3284,117861.3746,105372.9555,268985.0431,287811.8475,x,x,x,x,,,"M+H, M+Na",,,,,,,
6.65_308.1096n,308.1095875,331.0987829,1,6.654016667,0.3351,0,3.89E-06,1.24E-05,3.21446891,CK_V,HI_V,100 - 10.7 - 1.28,557131.9365,26.15,506757.7274,799075.4082,350483.9961,523212.1352,584485.2795,578777.0724,102735.8178,221804.3273,216885.5189,185850.56,141011.4012,215574.4893,416582.6159,816838.6961,196103.7338,394121.2585,593131.2509,479540.8952,91473.55055,176980.0417,116945.0811,106328.6482,122764.3539,173486.0382,x,x,x,x,,,"M+NH4, M+Na",,,,,,,
10.61_728.3250n,728.3249517,729.3322281,1,10.60983333,0.49065,0,0.000481084,0.000796516,187.6386391,CK_V,HI_V,100 - 32.4 - 2.76,474080.1976,36.17,519539.3624,357012.0416,731585.0149,428172.4015,241272.5202,566899.8448,2635.87355,0,1062.946428,37.90067462,0,3720.915643,427089.8202,364948.3486,409338.3853,322530.4506,244841.5327,469700.1179,2346.919678,0,573.1427199,21.68369844,0,2994.449463,x,x,x,x,,,"M+H, M+Na",,,,,,,
11.82_739.3265m/z,,739.3264728,1,11.82225,0.284633333,7,7.38E-08,4.13E-07,3.88595072,HI_V,CK_V,100 - 40.2 - 10.9 - 0.608,4233989.332,19.96,1061895.922,945423.8322,682251.4533,691797.1692,1706787.247,1449224.243,3642298.614,4603742.541,3546786.737,3660859.169,4796893.987,3871352.863,872936.6261,966440.4166,381735.1402,521111.7108,1732034.818,1200742.607,3243016.831,3673375.343,1912434.102,2094447.317,4176170.054,3115515.538,x,x,x,x,,,,,,,,,,
