,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
12.93_764.7207m/z,,764.7207366,1,12.93205,0.1683,0,0,0,Infinity,HI_V,CK_V,100 - 14.4,3421625.807,25.78,0,0,0,0,0,0,4885261.243,3200556.656,2776252.983,2751416.485,4668203.222,3122419.997,0,0,0,0,0,0,4349721.458,2553758.339,1496960.848,1574137.821,4064132.031,2512803.239,x,x,x,x,,,,,,,,,,
12.93_764.2190m/z,,764.2189508,1,12.93205,0.1683,0,0,0,Infinity,HI_V,CK_V,100 - 38.7 - 1.16,4863970.222,27.77,0,0,0,0,0,0,6844472.777,4141815.495,3669015.214,4515804.291,6647744.129,3758455.697,0,0,0,0,0,0,6094157.227,3304798.819,1978339.927,2583577.719,5787517.929,3024660.251,x,x,x,x,,,,,,,,,,
12.42_816.7530m/z,,816.752982,1,12.41906667,0.143333333,0,0,0,Infinity,HI_V,CK_V,100 - 11.7,518272.884,43.39,0,0,0,0,0,0,204831.564,790946.0571,671001.1501,248789.3025,686241.0487,717174.9577,0,0,0,0,0,0,182377.1964,631104.3065,361805.0864,142337.1026,597440.6198,577154.7578,x,x,x,x,,,,,,,,,,
12.42_623.6771m/z,,623.677104,1,12.41906667,0.228883333,0,1.16E-11,1.53E-10,15.64519306,HI_V,CK_V,100 - 0.308,961474.9873,25.77,66711.90106,67887.92036,46162.47529,87780.40973,38325.02643,61862.13208,760099.7844,666243.9001,1131857.168,1470356.605,678499.3423,1037387.902,54840.83765,69397.05538,25828.95045,66122.55952,38891.94761,51255.35135,676774.9314,531603.1236,610299.521,841219.043,590700.6997,834849.791,x,x,x,x,,,,,,,,,,
12.42_824.7419m/z,,824.741927,1,12.41906667,0.285683333,0,0.000944733,0.001415169,85.26055156,HI_V,CK_V,100 - 16.6,8195558.664,11.72,64874.13509,140336.5605,0,130569.3274,37105.27037,203856.8352,8633710.995,9107499.675,8061887.713,7799343.058,7636910.268,9175749.401,53330.09333,143456.2144,0,98354.27004,37654.14836,168903.8732,7687252.761,7266971.261,4346985.068,4462152.841,6648684.764,7384289.38,x,x,x,x,,,,,,,,,,
12.42_824.2397m/z,,824.2396905,1,12.41906667,0.285683333,0,1.67E-11,2.15E-10,81.29930576,HI_V,CK_V,100 - 44.9 - 2.8,11814791.3,12.13,158112.9557,136890.4853,34681.27524,265708.8956,72079.4632,204474.688,11268476.03,12274599.34,12087541.06,10900857.28,11331383.45,13025220.88,129977.5122,139933.5337,19404.95898,200151.1763,73145.69531,169415.79,10033185.44,9794033.91,6517624.948,6236588.254,9865088.611,10482195.62,x,x,x,x,,,,,,,,,,
12.42_406.1451m/z,,406.145052,1,12.41906667,0.42975,15,3.96E-14,7.10E-13,10.07491368,HI_V,CK_V,100 - 5.73,3182580.746,10.01,305885.5145,337255.6518,310970.1728,385725.4619,210288.216,345224.6696,3500285.251,3294448.005,3207597.45,2709330.438,3020378.745,3589711.852,251454.6516,344752.7781,173994.8548,290556.3427,213398.8947,286033.0082,3116571.481,2628675.248,1729542.598,1550059.591,2629538.051,2888861.71,x,x,x,x,,,,,,,,,,
12.36_318.1453m/z,,318.1453076,1,12.36196667,0.34455,11,9.94E-06,2.78E-05,5.289866623,HI_V,CK_V,100 - 18.4,560532.0187,35.9,164822.9746,56013.81284,88748.50847,169676.3427,27329.62394,129188.8717,315499.3941,415147.6802,396330.6076,626448.7565,691281.8788,973135.3562,135493.5154,57258.9888,49656.80053,127812.5052,27733.89614,107038.3575,280913.2237,331250.768,213702.2115,358403.2755,601829.1604,783141.8189,x,x,x,x,,,,,,,,,,
12.36_296.1634m/z,,296.1634117,1,12.36196667,0.430316667,10,2.07E-06,7.13E-06,7.294600922,HI_V,CK_V,100 - 18.9,2267069.998,39.22,513548.2135,168872.1152,201480.9446,474161.0648,97879.7511,408782.2641,1273773.115,1544228.68,1157863.745,2195154.364,3483175.041,3509234.887,422164.7675,172626.1088,112733.1518,357172.4411,99327.63278,338693.1208,1134137.557,1232156.557,624322.3165,1255889.657,3032447.942,2824096.951,x,x,x,x,,,,,,,,,,
12.08_764.7208m/z,,764.7207677,1,12.07553333,0.281583333,0,2.98E-05,6.98E-05,83.80205526,HI_V,CK_V,100 - 12.3,834362.6936,32.97,0,0,0,23612.32251,0,36125.7847,1305118.548,862871.0427,670275.1192,450745.3494,821676.3579,1066370.069,0,0,0,17786.51074,0,29931.71631,1162046.792,688494.0207,361413.6092,257880.0069,715350.4349,858173.5211,x,x,x,x,,,,,,,,,,
12.08_764.2191m/z,,764.2190649,1,12.07553333,0.281583333,0,2.31E-07,1.10E-06,281.3540001,HI_V,CK_V,100 - 39 - 1.57,1280567.286,37.41,0,27308.67062,0,0,0,0,1904084.144,1547651.011,849600.5633,505714.1429,1179250.276,1679432.317,0,27915.73695,0,0,0,0,1695351.64,1234887.271,458106.227,289328.7015,1026653.852,1351542.384,x,x,x,x,,,,,,,,,,
12.08_1139.3469m/z,,1139.346938,1,12.07553333,0.453783333,0,2.06E-09,1.78E-08,5.614937915,HI_V,CK_V,100 - 63.6 - 22.3 - 3.45 - 0.0654,14405840.71,16.56,2716605.682,2300149.251,2536936.873,3597945.393,1251435.458,2990694.04,17289759.31,15519204.51,13614787.25,11352198.59,12022626.51,17827879.77,2233198.706,2351281.113,1419473.639,2710232.945,1269947.259,2477914.496,15394394.14,12382939.03,7341118.975,6494809.219,10466883.97,14347190.35,x,x,x,x,,,,,,,,,,
12.02_797.2378m/z,,797.2378194,1,12.02036667,0.338583333,2,1.72E-06,6.08E-06,14.64528784,CK_V,HI_V,100 - 40.4 - 6.92,629925.3174,45.21,498992.3154,1179114.652,450741.7992,464717.5942,703995.568,481989.9755,7917.030242,30955.69371,89292.34373,26389.70148,16084.70547,54982.31806,410199.0218,1205326.137,252200.2454,350058.9355,714409.3898,399348.7568,7049.137111,24699.87863,48146.60024,15098.05128,14003.32496,44247.64992,x,x,x,x,,,,,,,,,,
11.99_767.2279m/z,,767.2278573,1,11.99253333,0.453783333,3,5.99E-08,3.45E-07,2.331020085,HI_V,CK_V,100 - 43.2 - 11.8 - 2.37 - 0.285 - 0.00361,113366473.5,9.76,48924778.88,47100286.06,52467273.6,59416017.29,30379657.59,53515067,129121873.5,117317844.5,114261786.9,99782618.2,107310104,125812710.5,40218848.7,48147316.08,29356627.9,44756445.67,30829047.27,44339460.5,114967072.6,93609161.11,61610171.1,57087538.01,93424045.68,101249219.2,x,x,x,x,,,,,,,,,,
11.96_329.1006m/z,,329.1006228,1,11.96485,0.596816667,84,1.53E-05,3.95E-05,2.99399879,HI_V,CK_V,100 - 14.3,724526.1664,24.2,357420.7966,133590.2216,277933.5863,321940.9982,113087.187,247984.0426,1004778.041,656883.6556,629912.7947,502576.2949,952877.3485,690628.6129,293819.477,136559.9058,155510.1363,242509.2669,114760.024,205465.1013,894630.6839,524134.4845,339650.1676,287533.4788,829573.8572,555791.2829,x,x,x,x,,,,,,,,,,
11.94_1155.3414m/z,,1155.341388,1,11.9362,0.1391,0,0.000313261,0.000548782,46.01932787,HI_V,CK_V,100 - 55.4 - 4.99,530890.8515,27.25,0,41665.61351,0,12714.47773,0,14837.45835,690596.2021,659567.8366,456365.1142,433132.2801,253075.2444,625294.7607,0,42591.83184,0,9577.4651,0,12293.45183,614890.58,526276.2212,246072.9308,247803.2342,220326.9991,503213.1174,x,x,x,x,,,,,,,,,,
11.94_753.2118m/z,,753.2118314,1,11.9362,0.195766667,3,3.54E-09,2.92E-08,13.68549444,HI_V,CK_V,100 - 29.5 - 1.82,470139.7432,25.15,37911.27964,13909.60355,75693.88126,36086.79339,21496.8173,21020.48093,653276.8074,506771.5242,482476.1275,373672.2251,443561.3528,303765.2998,31165.14893,14218.81128,42352.44093,27183.1853,21814.80798,17416.3434,581662.2706,404358.4116,260152.0384,213785.0032,386163.9727,244458.6027,x,x,x,x,,,,,,,,,,
11.94_783.2231m/z,,783.22312,1,11.9362,0.395833333,0,6.10E-13,9.19E-12,11.41777364,HI_V,CK_V,100 - 41.1 - 10.2 - 1.49,14885462.9,14.72,993106.5642,1673769.244,1312608.648,978046.9795,1688849.482,1175877.627,14886695.41,15969695.11,15188950.28,13148508.97,13926791.82,16098919.48,816388.0056,1710976.802,734434.2675,736735.7912,1713831.71,974263.5581,13254762.69,12742390.29,8189910.657,7522512.627,12124647.97,12955789.76,x,x,x,x,,,,,,,,,,
11.91_529.3327m/z,,529.332682,1,11.90835,0.681816667,5,0.01331564,0.013568459,23.65396082,CK_V,HI_V,100 - 19.6,454608.4179,26.95,375951.8596,452595.6676,621252.7113,356242.6473,585978.1592,335629.4626,17787.76825,12038.53317,0,0,28896.05122,23085.05027,309053.026,462656.7796,347604.9625,268347.7524,594646.2139,278082.9799,15837.80957,9605.674194,0,0,25156.86694,18577.9585,x,x,x,x,,,,,,,,,,
11.88_1187.3317m/z,,1187.331661,1,11.87976667,0.171683333,1,0,0,Infinity,HI_V,CK_V,100 - 63.4 - 19,1202713.514,28.91,0,0,0,0,0,0,1301869.79,1451344.549,810562.356,802831.0159,1522513.391,1558769.665,0,0,0,0,0,0,1159154.174,1158043.316,437056.752,459314.9284,1325498.301,1254437.734,x,x,x,x,,,,,,,,,,
11.88_1114.4906m/z,,1114.490602,1,11.87976667,0.171316667,0,0.000245078,0.000442871,115.5086155,HI_V,CK_V,100 - 57.8 - 14.8,1344281.99,31.85,17639.62496,0,9394.918054,9907.580548,7718.967916,25166.53053,1935165.014,1472435.187,1325844.193,1253105.303,1849246.637,613526.9196,14500.73815,0,5256.669434,7463.106934,7833.150391,20851.51807,1723025.314,1174871.762,714897.6907,716925.4319,1609951.866,493742.8125,x,x,x,x,,,,,,,,,,
12.42_816.2509m/z,,816.2508595,1,12.41906667,0.229483333,0,1.08E-05,2.97E-05,147.8231763,HI_V,CK_V,100 - 42,615780.3291,42.9,0,0,0,4902.373988,0,20091.55502,603880.4395,345599.2051,827750.1449,250847.0018,292054.9908,933898.5834,0,0,0,3692.822998,0,16646.68962,537680.909,275757.2969,446324.4402,143514.3516,254262.7188,751565.5768,x,x,x,x,,,,,,,,,,
12.45_623.1753m/z,,623.1753239,1,12.44803333,0.2573,2,2.89E-09,2.43E-08,13.88848337,HI_V,CK_V,100 - 12.9,1721204.142,21.38,107960.6343,164118.663,79477.6647,201120.7621,37450.49045,153453.6854,1660774.126,1392916.774,2094717.918,2407930.601,1824726.435,1689874.862,88749.5563,167766.9884,44469.55347,151498.7183,38004.4751,127142.7656,1478714.135,1111423.17,1129475.854,1377622.999,1588604.608,1359946.142,x,x,x,x,,,,,,,,,,
12.45_733.3158m/z,,733.3158424,1,12.44803333,0.258016667,42,0.03110383,0.028084393,12.04402836,CK_V,HI_V,100 - 37.1,498598.0399,48.38,820272.9862,272938.2088,388724.5803,667241.9676,216242.4044,626168.0923,67156.69559,25893.36292,13147.37897,0,103700.7496,22953.43555,674309.3354,279005.5711,217500.2068,502614.9553,219441.1601,518806.3278,59794.73877,20660.59082,7089.091553,0,90281.74609,18472.04004,x,x,x,x,,,,,,,,,,
12.48_284.2361m/z,,284.2361314,1,12.47666667,0.85245,1,0,0,Infinity,CK_V,HI_V,100 - 20.8,1060267.095,51.32,434057.22,1848369.015,852858.2653,1575971.095,979289.7105,671057.2618,0,0,0,0,0,0,356818.8157,1889457.891,477193.5155,1187135.522,993775.8081,555998.8732,0,0,0,0,0,0,x,x,x,x,,,,,,,,,,
12.93_767.2278m/z,,767.2277855,1,12.93205,0.423516667,3,1.99E-11,2.53E-10,18.79078432,HI_V,CK_V,100 - 43.2 - 11.8 - 2.21 - 0.185,183033928.9,14.48,11916161.75,5422735.138,9206906.653,13062461.43,4719433.025,14116034.55,214398871.2,169257562.6,192174467.1,193340117.9,202623517.1,163921527.5,9795737.815,5543281.465,5151472.797,9839591.613,4789245.019,11695722.19,190895701.2,135052416.9,103620835.3,110613567.1,176403786.8,131917725.9,x,x,x,x,,,,,,,,,,
12.90_705.3212m/z,,705.3211892,1,12.90385,0.508333333,1,3.46E-08,2.17E-07,4.009127476,HI_V,CK_V,100 - 38.4,2484606.821,15.82,696945.6999,614787.3007,444278.65,941356.0397,339634.1451,681423.437,2938055.052,2854568.697,2626598.849,1998119.714,2646737.197,1789057.766,572927.5492,628453.9005,248583.967,709097.5191,344658.1674,564587.6808,2615974.964,2277690.851,1416267.056,1143162.378,2304246.175,1439764.72,x,x,x,x,,,,,,,,,,
12.88_797.2379m/z,,797.23787,1,12.87525,0.169,2,4.55E-11,5.47E-10,11.39552058,HI_V,CK_V,100 - 34.1 - 5.46,771584.6028,18.83,43895.41829,63121.05936,45662.7442,92755.86257,55920.41837,104901.2877,936110.3011,889415.7341,658344.707,656126.801,536596.8686,994134.4512,36084.43875,64524.228,25549.33958,69870.4308,56747.61857,86915.08321,833490.5467,709674.3134,354980.7083,375382.6505,467160.5792,800041.081,x,x,x,x,,,,,,,,,,
12.88_737.2171m/z,,737.21711,1,12.87525,0.482283333,3,1.73E-09,1.52E-08,12.93058446,HI_V,CK_V,100 - 35.8 - 6.76 - 0.793,2288766.487,14,265097.528,90605.92055,166906.3066,251963.3535,60505.12642,226946.3751,2604622.684,2551536.575,1917417.246,1909767.295,2533359.736,2799563.659,217924.692,92620.0722,93387.85873,189797.0389,61400.1457,188034.5181,2319094.643,2035898.284,1033874.997,1092614.275,2205539.896,2252980.905,x,x,x,x,,,,,,,,,,
12.85_203.1788m/z,,203.178764,1,12.84763333,0.771883333,16,1.08E-10,1.24E-09,10.04869554,HI_V,CK_V,100 - 10.5,826152.9863,23.67,77086.01791,82944.59675,74589.47239,118471.4716,60108.7507,80089.38162,1121253.863,912411.286,668314.2966,1039865.776,788921.2502,1031595.078,63368.93007,84788.43869,41734.49915,89241.28919,60997.9066,66357.38628,998338.0098,728022.7099,360356.3299,594927.0332,686833.878,830187.9497,x,x,x,x,,,,,,,,,,
12.82_675.3107m/z,,675.310736,1,12.81953333,0.369833333,1,1.47E-09,1.32E-08,9.637137954,HI_V,CK_V,100 - 38.8 - 8.56 - 0.306,4087022.457,24.56,700056.7095,290667.4304,326452.8906,539685.8074,262855.2468,424827.2832,5385635.137,4223600.532,2895470.671,2125653.922,5228999.899,3633565.303,575484.9696,297128.9098,182657.786,406530.421,266743.5209,351987.087,4795242.579,3370055.973,1561243.25,1216127.13,4552360.933,2924153.277,x,x,x,x,,,,,,,,,,
12.82_501.2804m/z,,501.2804172,1,12.81953333,0.82275,74,5.55E-08,3.24E-07,13.65771773,CK_V,HI_V,100 - 28.3 - 3.56,757326.1269,44.9,449636.3598,1453920.584,652286.1791,1115412.994,368954.0483,503746.5961,44100.1611,44864.15126,104492.6147,36343.00705,25650.8392,85224.38125,369625.7222,1486240.951,364968.8906,840209.818,374411.7839,417375.0226,39265.74394,35797.58545,56342.61505,20792.52713,22331.58932,68585.29651,x,x,x,x,,,,,,,,,,
12.76_1049.3157m/z,,1049.315671,1,12.76248333,0.198983333,1,2.04E-05,5.01E-05,783.8902881,HI_V,CK_V,100 - 58.4 - 20.1 - 2.85,3001712.824,23.07,6665.452696,0,5844.685673,6257.111768,0,4208.25704,4207565.775,2782161.926,2190225.623,2045882.638,3592970.992,3325256.855,5479.3673,0,3270.234009,4713.30957,0,3486.716121,3746317.388,2219916.715,1180973.789,1170488.457,3128036.163,2676038.524,x,x,x,x,,,,,,,,,,
12.76_707.2069m/z,,707.2068698,1,12.76248333,0.455816667,0,3.05E-07,1.39E-06,5.676254137,HI_V,CK_V,100 - 41 - 10.1 - 1.7 - 0.0559,42569928.81,15.79,11683251.51,2895419.055,7763871.864,11036644.71,2984927.236,8633795.631,53621283.69,39710467.65,36880498.63,34597775.88,47920206.33,49091916.82,9604272.836,2959783.647,4344062.149,8313599.802,3029081.634,7153459.05,47743127.07,31685406.25,19886034.46,19794047.11,41719273.17,39507282.09,x,x,x,x,,,,,,,,,,
11.88_769.2073m/z,,769.2073031,1,11.87976667,0.312966667,0,6.47E-10,6.37E-09,10.71520254,HI_V,CK_V,100 - 31.9 - 12 - 0.909,4618510.989,15.32,569124.3602,358329.2543,288511.7701,831920.0748,334808.6755,203450.7219,5396701.155,4666087.902,4744121.938,4013995.91,3903114.929,4638798.372,467851.405,366294.8426,161428.8698,626662.4277,339761.3173,168567.3915,4805095.501,3723121.372,2558039.501,2296483.578,3398047.096,3733126.097,x,x,x,x,,,,,,,,,,
12.73_1109.3355m/z,,1109.335548,1,12.73416667,0.22745,1,0,0,Infinity,HI_V,CK_V,100 - 48.9 - 5.38,794942.8407,22.74,0,0,0,0,0,0,762809.9555,902575.991,555847.3086,476195.4397,826875.5976,1084073.218,0,0,0,0,0,0,679188.0038,720175.0229,299713.9177,272440.4887,719876.8866,872420.3334,x,x,x,x,,,,,,,,,,
12.68_736.3346m/z,,736.3345664,1,12.67626667,0.398033333,1,4.76E-08,2.86E-07,20.96265148,HI_V,CK_V,100 - 31,744890.0596,27.67,44317.64038,56725.58499,5059.780247,36427.00008,38018.32022,32656.59056,829823.4632,860784.4493,410344.8569,364221.57,880005.3099,729987.9805,36431.52844,57986.5835,2831.061646,27439.45361,38580.70446,27057.34457,738855.2515,686829.1055,221258.7212,208378.1033,766131.5493,587466.1846,x,x,x,x,,,,,,,,,,
12.62_769.2069m/z,,769.2069208,1,12.61923333,0.39855,0,2.29E-07,1.10E-06,3.983985343,HI_V,CK_V,100 - 78.6 - 3.16,621090.219,27,149147.1278,282471.8536,134549.4694,150547.4013,98358.20787,120306.2172,733376.5327,540257.3139,777746.7829,548464.2483,505146.0063,507291.0677,122607.1105,288751.1469,75283.4755,113403.2016,99813.1671,99678.70855,652981.178,431077.0808,419362.533,313786.8518,439779.4969,408248.2945,x,x,x,x,,,,,,,,,,
12.59_769.3731m/z,,769.3731376,1,12.59085,0.228533333,2,0.00078884,0.001214278,62.24027236,HI_V,CK_V,100 - 38.2 - 3.42,642492.5074,46.32,3531.254768,24598.40069,0,0,13132.27558,20674.7363,1097336.863,752052.047,356104.3105,473181.015,753322.1842,607512.6767,2902.884888,25145.21826,0,0,13326.53416,17129.87958,977042.877,600070.3604,192012.1162,270715.8788,655841.3746,488902.7817,x,x,x,x,,,,,,,,,,
12.56_755.1910m/z,,755.1910125,1,12.56243333,0.285816667,0,2.27E-05,5.52E-05,4.89573938,HI_V,CK_V,100 - 37 - 4.56 - 0.513,1257235.015,34.85,247179.482,556358.9235,260444.703,102472.6978,287944.4226,86410.9747,1361649.306,1047463.311,1583409.443,478744.8226,1007932.926,1751151.367,203195.0766,568726.6721,145724.7101,77189.85458,292203.8271,71595.08928,1212380.446,835782.1628,853777.3598,273899.0393,877505.176,1409259.111,x,x,x,x,,,,,,,,,,
12.56_201.1631m/z,,201.1630794,1,12.56243333,0.539266667,5,7.51E-08,4.20E-07,5.403430953,HI_V,CK_V,100 - 9.18,501480.7012,26.5,91738.63882,86028.28108,83255.66096,140221.8599,44305.81413,111296.725,585682.9842,532564.8003,352641.093,715465.4618,463914.991,664569.8877,75414.18724,87940.67272,46583.42794,105625.2563,44961.20583,92213.96926,521478.3237,424939.1421,190144.7428,409331.4295,403883.8253,534820.2255,x,x,x,x,,,,,,,,,,
12.56_259.1659m/z,,259.1658613,1,12.56243333,0.822516667,58,6.16E-05,0.000133246,2.51785232,HI_V,CK_V,100 - 13.9,1628746.028,22.46,621487.3291,594093.7383,589019.1823,1069549.066,267673.0201,739452.2278,1717019.172,1677367.454,1450919.361,2286741.287,1521623.818,2029535.687,510896.6343,607300.3243,329569.573,805661.7874,271632.5608,612666.9494,1528793.398,1338389.406,782338.4576,1308288.282,1324723.84,1633292.079,x,x,x,x,,,,,,,,,,
12.53_365.0979m/z,,365.097938,1,12.53401667,0.541066667,44,6.57E-06,1.96E-05,2.331376934,HI_V,CK_V,100 - 19.8,8394154.872,9.98,4539032.751,2375544.259,3904951.915,5029022.417,1838996.769,3915534.812,9529150.967,7819810.175,8373029.791,8153201.484,9070156.832,9034668.813,3731333.603,2428352.137,2184909.039,3788223.763,1866200.043,3244183.571,8484531.405,6239510.056,4514753.464,4664601.992,7896467.474,7270753.161,x,x,x,x,,,,,,,,,,
12.51_1169.3568m/z,,1169.356765,1,12.5053,0.257166667,0,2.57E-10,2.73E-09,7.382271697,HI_V,CK_V,100 - 53.6 - 3.03,1070902.071,17.28,165182.2087,85410.3983,193212.0994,164917.5036,93314.79368,168347.1666,1097028.484,969911.2039,956316.1504,1350192.738,913906.3195,1277577.813,135788.8255,87309.05452,108106.5456,124227.803,94695.14844,139482.6348,976768.3037,773902.5085,515647.473,772471.004,795645.727,1028145.371,x,x,x,x,,,,,,,,,,
12.51_767.2277m/z,,767.2276724,1,12.5053,0.372083333,3,5.21E-08,3.09E-07,2.770783428,HI_V,CK_V,100 - 42.4 - 11.5 - 1.4,24268260.79,9.3,10388478.78,6256354.206,8902138.13,11504652.01,5497723.603,10002420.13,27628189.05,23395333.37,22837264.03,23311153.02,24987803.54,26549565,8539898.719,6395431.72,4980947.905,8666136.779,5579048.425,8287421.412,24599488.29,18667386.36,12313895.86,13336755.02,21754351.28,21366066.39,x,x,x,x,,,,,,,,,,
12.73_343.1165m/z,,343.1165367,1,12.73416667,0.368133333,45,2.14E-11,2.71E-10,23.19868865,HI_V,CK_V,100 - 21,77601957.64,18.69,4363389.963,2142644.436,3307015.585,4398731.694,1377246.496,4481578.098,102286096.3,72176091.12,61359554.89,58836259.62,87558175.52,89838578.52,3586945.609,2190274.997,1850350.12,3313443.16,1397619.351,3713173.994,91073129.11,57590073.96,33085187.79,33661345.71,76228040.8,72298624.59,x,x,x,x,,,,,,,,,,
11.13_373.2183m/z,,373.2182662,1,11.13118333,0.580333333,25,3.34E-06,1.09E-05,3.505016866,CK_V,HI_V,100 - 17.2 - 0.337,1216859.511,27.98,1172945.662,907983.5048,1276372.368,1610925.815,767565.9289,1565363.787,370004.9214,357325.4637,438367.4076,255598.4648,195905.8863,542747.1381,964225.5968,928167.7982,714159.248,1213465.948,778920.1123,1296969.053,329443.6604,285113.8038,236368.5334,146232.7541,170555.4257,436781.973,x,x,x,x,,,,,,,,,,
10.33_347.0748m/z,,347.0747948,1,10.3265,1.116816667,45,8.89E-11,1.03E-09,4.594978433,CK_V,HI_V,100 - 17.6,1926405.228,12.82,1818568.682,2245117.436,1621100.846,2151030.44,1720878.225,2001735.737,507484.313,383208.5624,354212.3528,332131.6824,558459.7833,407578.2314,1494963.091,2295025.952,907042.6391,1620311.853,1746334.237,1658521.378,451852.0702,305766.2047,190991.9691,190018.8669,486194.4061,328003.2479,x,x,x,x,,,,,,,,,,
11.10_617.1249m/z,,617.1248859,1,11.10233333,0.5793,28,7.72E-05,0.000161924,4.897588854,HI_V,CK_V,100 - 27.5 - 3.67 - 0.0825,1295635.337,34.36,390231.1092,137877.109,343632.1822,408507.5794,37818.17072,269207.1487,768761.5849,1292647.247,1142167.049,1893428.749,1573397.062,1276158.07,320791.3516,140942.0898,192269.9887,307717.4829,38377.59425,223049.3281,684487.1943,1031417.044,615858.6281,1083266.681,1369797.563,1027002.817,x,x,x,x,,,,,,,,,,
8.16_401.1406m/z,,401.1406316,1,8.15855,1.445666667,4,2.10E-07,1.02E-06,3.675885301,CK_V,HI_V,100 - 50.6,770305.2184,8.62,704057.4888,763819.6725,760201.1971,723854.7927,775871.2912,894026.8678,141960.2258,208105.6271,176051.0521,213204.1408,175477.3995,189552.933,578773.8293,780799.2325,425349.7873,545259.8337,787348.3313,740738.4726,126398.0388,166049.7024,94927.0595,121978.1532,152770.41,152544.8929,x,x,x,x,,,,,,,,,,
8.07_245.1851m/z,,245.1851127,1,8.07485,0.415683333,11,4.41E-08,2.67E-07,15.88724514,HI_V,CK_V,100 - 12,461361.564,29.78,40892.871,22215.67048,30445.5317,35676.65051,17238.5198,27769.23267,528432.2815,516610.4269,247673.1441,324433.2295,693416.3897,568018.1535,33616.18038,22709.52043,17034.96454,26874.236,17493.5198,23007.96512,470503.6476,412208.9772,133545.8267,185614.4352,603687.463,457119.112,x,x,x,x,,,,,,,,,,
7.99_755.2916m/z,,755.2915925,1,7.9916,0.2227,3,2.14E-05,5.23E-05,287.6594091,CK_V,HI_V,100 - 31.5 - 6.27,467216.6484,45.41,263058.7972,417439.7105,577492.7674,200390.3069,754124.3318,590793.9763,0,674.5029829,0,0,0,0,216248.7437,426719.3126,323120.2828,150948.4865,765279.681,489497.4003,0,538.1931339,0,0,0,0,x,x,x,x,,,,,,,,,,
7.99_245.1012m/z,,245.1011808,1,7.9916,0.664966667,7,9.58E-08,5.15E-07,25.86620937,CK_V,HI_V,100 - 11.1 - 0.558,459001.0884,29.91,357616.6384,473518.7979,436145.955,280680.678,673621.6719,532422.7889,15655.30354,22651.28896,16808.20992,16602.86295,8239.841277,4471.3641,293980.4697,484045.027,244033.54,211429.0067,683586.1893,441134.4419,13939.11325,18073.70538,9063.018507,9498.814392,7173.595764,3598.38145,x,x,x,x,,,,,,,,,,
7.85_371.1665m/z,,371.1664739,1,7.85255,0.5276,64,7.81E-07,3.10E-06,2.039461487,HI_V,CK_V,100 - 14.4,885481.8959,14.99,343638.4049,369044.7551,536410.3439,444943.126,512575.2287,398434.3311,785386.5545,920048.2148,919349.9172,913496.9337,1141486.628,947312.9495,282489.5959,377248.5469,300133.7364,335163.3744,520157.474,330119.4276,699289.6754,734116.297,495715.2103,522629.0096,993776.8659,762360.9414,x,x,x,x,,,,,,,,,,
7.80_554.2917m/z,,554.291688,1,7.796616667,0.388883333,150,1.67E-06,5.90E-06,3.405241031,HI_V,CK_V,100 - 26.5 - 4.35 - 0.308,1790467.853,24.4,620774.8182,441130.25,294187.145,511756.4952,388265.9138,898671.4904,1941842.407,2016200.866,1326274.542,2137463.914,2480552.666,1119414.567,510310.9113,450936.4881,164604.3706,385492.0411,394009.3193,744586.7358,1728970.707,1608748.205,715129.736,1222883.851,2159566.125,900861.6883,x,x,x,x,,,,,,,,,,
7.63_403.2172m/z,,403.2171947,1,7.630383333,0.554333333,146,1.52E-09,1.35E-08,4.250528131,HI_V,CK_V,100 - 12.5,513258.4842,19.51,118958.165,105684.8183,106122.0479,145694.4091,90600.46293,157450.2776,519440.1454,487517.6168,375803.5539,562063.569,700328.47,435743.6329,97790.12903,108034.1709,59377.68933,109747.5765,91940.66608,130454.1086,462497.2615,388995.5132,202633.9854,321567.2824,609705.1117,350669.6772,x,x,x,x,,,,,,,,,,
7.63_353.0852m/z,,353.0852347,1,7.630383333,0.997333333,5,2.13E-10,2.31E-09,3.847604317,CK_V,HI_V,100 - 16.4,1289764.487,14.44,1259584.251,1632598.007,1220370.767,1066748.543,1290927.501,1268357.854,311144.072,330250.3878,268031.773,378737.3696,427968.3134,290500.0391,1035447.264,1668890.337,682825.0837,803552.2308,1310023.486,1050887.276,277035.3476,263510.3116,144523.2378,216682.869,372588.6916,233783.2323,x,x,x,x,,,,,,,,,,
