,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
8.50_809.2128m/z,,809.2128364,1,8.496933333,0.53775,1,1.81E-08,2.31E-07,37.20525362,CK_V,HI_V,100 - 30.4 - 3.17 - 0.0575,730513.4837,25.71,531005.7894,987395.3608,576785.356,913891.6404,618198.4898,755804.2659,7082.73141,23769.15784,54087.96085,29743.38069,8400.811296,7525.109873,351445.6484,915131.3993,367188.0323,573075.6614,565084.3207,575657.7069,5674.605347,17574.49536,21875.24424,13772.56244,6207.016357,5485.435714,x,x,x,x,,,,,,,,,,
8.50_681.1658m/z,,681.1658101,1,8.496933333,0.396733333,26,4.03E-07,3.32E-06,3.796748541,CK_V,HI_V,100 - 30.5,939042.3043,27.53,604285.9971,1383951.036,700476.1942,912766.4324,1220602.43,812171.7363,339275.6873,247769.1986,169851.3744,163255.8192,357695.5187,219741.2728,399946.0802,1282664.572,445931.0084,572370.0752,1115731.123,618589.9451,271823.8936,183196.168,68694.40522,75595.0034,264286.6097,160180.6015,x,x,x,x,,,,,,,,,,
8.44_405.1760m/z,,405.1760307,1,8.439566667,0.649516667,80,1.65E-08,2.15E-07,6.516039481,HI_V,CK_V,100 - 13.9 - 1.4 - 0.145,270102.2409,22.61,37763.5458,33341.31013,52072.72684,36602.10276,34337.3495,54594.387,259552.587,282000.2325,152484.1563,161210.2761,484831.7943,362038.3008,24993.76486,30901.17799,33150.08245,22952.14588,31387.1647,41581.77064,207950.6355,208505.9896,61670.43665,74647.82223,358222.4111,263908.15,x,x,x,x,,,,,,,,,,
8.41_669.1666m/z,,669.1666002,1,8.410566667,0.70765,82,1.13E-10,2.26E-09,4.937329209,CK_V,HI_V,100 - 30.8 - 6.94 - 0.904 - 0.0172,3762603.488,14.22,3824485.262,3320876.858,3946438.766,5019874.66,2454436.392,4009508.991,674898.8185,865892.5394,628527.0819,710304.2073,902772.3136,796054.6337,2531231.729,3077833.669,2512347.219,3147821.759,2243556.955,3053839.276,540721.4,640225.6454,254200.4397,328903.7366,667021.5911,580284.7523,x,x,x,x,,,,,,,,,,
8.38_503.1917m/z,,503.1917203,1,8.382483333,0.565616667,106,1.48E-06,1.01E-05,6.433120866,HI_V,CK_V,100 - 61.8,328921.5986,43.33,39644.56947,36563.52401,37056.45541,23331.31329,69611.33323,100569.1939,239315.9272,316131.9499,159008.9823,493906.0964,623625.0729,244694.9327,26238.71848,33887.56947,23590.55549,14630.40825,63630.49021,76598.44508,191737.2496,233742.3785,64309.32634,228701.3915,460771.096,178370.5947,x,x,x,x,,,,,,,,,,
8.38_521.1090m/z,,521.1090134,1,8.382483333,0.595633333,1,7.02E-06,3.83E-05,5.773003352,HI_V,CK_V,100 - 20.9 - 4.74,421607.575,42.64,108989.4125,84096.44394,50329.68966,101025.1007,24252.53594,69492.15953,178585.8708,361922.775,195795.9416,509019.5869,765764.7,455301.9449,72134.53321,77941.72372,32040.44541,63349.99013,22168.81475,52928.64702,143081.0063,267599.3056,79187.38249,235699.6374,565792.2612,331892.7686,x,x,x,x,,,,,,,,,,
8.38_737.1923m/z,,737.192252,1,8.382483333,0.457566667,3,1.92E-06,1.25E-05,3.780090784,CK_V,HI_V,100 - 39.4,159940.0781,21.32,215932.4719,175453.4026,117410.2336,146567.7362,165009.1225,139267.5016,72219.03911,56497.19167,23961.84289,27796.47443,24376.06843,49654.68868,142914.6897,162612.5908,74744.67267,91908.49185,150831.9244,106072.9798,57861.08801,41773.02535,9691.087583,12871.0547,18010.48138,36195.83066,x,x,x,x,,,,,,,,,,
8.35_471.2227m/z,,471.2226895,1,8.353066667,0.966766667,166,1.03E-06,7.38E-06,2.28519664,CK_V,HI_V,100 - 19.1,305669.0973,17.63,263961.6917,366300.5541,234013.0113,281069.8531,408088.3547,280581.1191,111102.0149,147929.0898,90836.65074,120852.2219,131149.1615,152016.7281,174702.7805,339492.3168,148975.3099,176250.9742,373026.3573,213704.3821,89013.6942,109376.1555,36737.8228,55960.17447,96900.75895,110812.7328,x,x,x,x,,,,,,,,,,
13.04_309.2431m/z,,309.2430931,1,13.03915,0.453883333,17,1.08E-10,2.15E-09,21.90514435,HI_V,CK_V,100 - 17.6 - 0.463,272936.4355,34.62,9700.859526,7738.377591,13288.51617,14039.95638,10143.35989,19848.47494,449788.6104,343154.3743,293285.4535,202352.6317,275817.6712,226640.5252,6420.504134,7172.033203,8459.618561,8804.060494,9271.866118,15117.57486,360365.614,253722.2817,118615.8773,93698.63785,203790.4122,165209.8178,x,x,x,x,,,,,,,,,,
13.49_379.2846m/z,,379.2845585,1,13.48508333,0.44435,38,6.10E-06,3.38E-05,8.796456308,CK_V,HI_V,100 - 23.3,891920.7681,27.55,1336142.769,811370.1954,873043.9651,734666.5018,964751.3146,631549.862,103935.3216,62384.8773,181682.4198,17888.91598,179427.6713,234638.1996,884324.7499,751988.8909,555789.5885,460688.634,881862.137,481019.4408,83271.81953,46126.27609,73479.33337,8283.396396,132571.7781,171039.7299,x,x,x,x,,,,,,,,,,
8.32_1203.4325m/z,,1203.432501,1,8.324783333,0.199366667,0,5.80E-05,0.000220135,6.314768484,CK_V,HI_V,100 - 52.1 - 12.3 - 0.488,173734.8124,40.82,103986.433,163409.4517,176081.6639,157233.9906,132948.7952,308748.5402,31645.82254,43317.40604,24593.19403,7058.842776,74217.86912,18696.45215,68823.31626,151450.094,112095.5638,98596.99901,121526.1455,235158.0755,25354.27979,32028.12471,9946.430177,3268.571045,54836.55225,13628.79587,x,x,x,x,,,,,,,,,,
8.32_342.2393m/z,,342.2392703,1,8.324783333,0.457816667,12,1.27E-08,1.68E-07,20.54693737,HI_V,CK_V,100 - 12,172045.6695,33.78,10604.35131,9339.865791,9390.123631,11082.63745,3975.172008,5847.649475,174161.3898,149609.1511,122315.1319,199312.2664,200472.1614,198991.0628,7018.479265,8656.314167,5977.858112,6949.609238,3633.634521,4453.857486,139536.1615,110618.3631,49468.92695,92290.80793,148120.6923,145054.717,x,x,x,x,,,,,,,,,,
8.32_637.1763m/z,,637.1763228,1,8.324783333,1.050816667,40,9.99E-16,3.69E-14,15.4772096,HI_V,CK_V,100 - 27.1 - 5.27 - 0.604,2002591.573,13.84,124959.2258,162344.6082,109587.9386,122070.844,141155.1187,116220.4903,2003614.664,1897395.903,1688769.386,1833856.689,2442094.354,1900565.379,82704.1381,150463.1826,69764.9119,76547.18191,129027.4009,88519.24231,1605273.704,1402901.008,683003.0605,849160.5587,1804363.777,1385418.869,x,x,x,x,,,,,,,,,,
8.32_831.2556m/z,,831.2556469,1,8.324783333,0.481316667,5,1.32E-07,1.28E-06,3.350410983,CK_V,HI_V,100 - 38.7 - 12.3 - 1.83,1262728.559,17.65,1138057.743,1241857.527,1169661.013,1461725.575,979775.3261,1585294.168,370702.7711,446683.5327,338208.9751,310385.5489,334470.9379,253190.4681,753222.3741,1150970.383,744619.3309,916606.8645,895595.3205,1207438.019,297002.9224,330269.9123,136784.6711,143722.8807,247126.9154,184563.423,x,x,x,x,,,,,,,,,,
8.32_191.0340m/z,,191.0339925,1,8.324783333,0.765983333,23,8.36E-05,0.000302588,2.999633936,HI_V,CK_V,100 - 9.27,294979.3529,23.67,82646.26132,141920.7553,82525.71914,104270.6024,96934.7784,81732.58543,282472.6884,236384.3079,234932.8528,284529.7544,449646.8359,367974.7035,54699.34504,131534.079,52536.79919,65385.15268,88606.36885,62251.55749,226313.9649,174778.3809,95015.84927,131750.4506,332225.6824,268235.4962,x,x,x,x,,,,,,,,,,
8.55_537.2378m/z,,537.2378209,1,8.553066667,0.253116667,72,3.78E-08,4.39E-07,634.2369755,HI_V,CK_V,100 - 24.3,135103.7619,44.8,0,0,0,0,1278.106769,0,175402.336,158386.2166,122313.9747,94450.19941,76193.03412,202980.0421,0,0,0,0,1168.294823,0,140530.3937,117107.9703,49468.45894,43734.81557,56295.921,147962.487,x,x,x,x,,,,,,,,,,
8.58_599.1164m/z,,599.1163846,1,8.581266667,0.5635,74,0.00014836,0.000499027,2.935476256,CK_V,HI_V,100 - 26.8 - 31.8 - 7.23 - 0.426,1763857.102,23.51,2589389.582,1734185.331,1459375.523,1623762.953,1549090.058,1627339.167,954462.0996,732455.1099,718921.2537,472909.2199,167685.6728,673194.0076,1713784.894,1607266.462,929054.8402,1018215.932,1415995.862,1239461.558,764704.3803,541564.3676,290759.307,218978.8655,123896.0949,490725.3867,x,x,x,x,,,,,,,,,,
13.04_347.2590m/z,,347.2590375,1,13.03915,0.936333333,12,6.92E-11,1.41E-09,21.82579039,CK_V,HI_V,100 - 19.4,460402.6643,34.5,537004.5702,312450.6491,515746.8131,773818.6254,297371.2292,326024.0989,18034.55356,17978.16549,30901.86728,34469.54549,16464.38021,17212.58084,355415.9354,289583.4952,328330.2107,485239.826,271821.7883,248315.9908,14449.08301,13292.73793,12497.89941,15960.99557,12164.85809,12547.12652,x,x,x,x,,,,,,,,,,
8.61_651.1558m/z,,651.1558436,1,8.6093,0.765833333,26,1.19E-10,2.36E-09,8.039999811,CK_V,HI_V,100 - 31.4 - 7.71 - 0.746 - 0.0571 - 0.0432 - 0.00274,9258698.232,14.61,8105405.624,10658908.43,7778895.631,11035437.39,8557325.838,9416216.483,1603140.56,1583950.651,958754.7135,853395.3933,1682288.686,786333.6225,5364554.571,9878820.756,4952132.281,6920011.409,7822100.407,7171853.657,1284418.322,1171145.127,387757.1496,395161.5811,1242974.401,573198.6123,x,x,x,x,,,,,,,,,,
9.40_1061.3851m/z,,1061.385131,1,9.401366667,0.285383333,12,0,0,Infinity,CK_V,HI_V,100 - 46 - 20.8 - 2.96,200892.9662,27.12,204507.8277,270157.5682,128986.9542,144281.3095,221550.5892,235873.5483,0,0,0,0,0,0,135353.3003,250385.6947,82114.54302,90474.73819,202515.4805,179652.897,0,0,0,0,0,0,x,x,x,x,,,,,,,,,,
8.89_579.1713m/z,,579.1712621,1,8.890066667,0.312316667,22,3.76E-10,6.79E-09,3.408241206,CK_V,HI_V,100 - 29.3 - 4.47,3343659.673,11.82,2910022.6,3882312.919,3076601.565,3736142.467,3387671.387,3069207.1,1108260.631,1301027.508,944119.958,1177429.542,1093412.251,813290.3028,1925995.535,3598180.217,1958599.093,2342829.522,3096610.581,2337659.102,887926.0469,961956.7538,381838.2936,545204.3956,807877.6549,592848.709,x,x,x,x,,,,,,,,,,
8.86_501.2331m/z,,501.2331327,1,8.861483333,0.9619,197,3.40E-05,0.000137554,2.813167152,CK_V,HI_V,100 - 14.3,321309.5626,30.52,188597.5136,303425.3689,365044.9869,287133.3197,519132.7725,264523.4143,67155.92145,95314.46089,62285.64697,96620.47113,130804.9131,100978.2657,124823.0749,281218.7432,232391.7365,180053.203,474530.0982,201474.0442,53804.57466,70473.82841,25190.70268,44739.75187,96646.40789,73608.19904,x,x,x,x,,,,,,,,,,
8.86_423.1784m/z,,423.1784431,1,8.861483333,0.452583333,5,2.70E-06,1.67E-05,5.009486704,CK_V,HI_V,100 - 16.7 - 23.7 - 2.07,143526.8592,17.53,133113.5785,173673.8718,153486.1127,106780.5499,165389.7214,128717.3211,19614.42655,35956.69218,17183.26784,14475.08621,12899.89091,63165.22141,88101.08821,160963.2976,97710.98228,66959.06992,151179.8232,98037.44333,15714.85961,26585.74293,6949.572049,6702.635143,9531.202527,46044.34583,x,x,x,x,,,,,,,,,,
8.83_524.1035m/z,,524.1035214,1,8.833633333,0.424433333,0,2.22E-07,1.97E-06,3.107701879,HI_V,CK_V,100 - 21.1 - 2.28,843117.138,20.08,319677.3723,238448.7893,281321.5524,310770.3642,157052.7369,320524.5863,824061.2211,736613.9516,1082499.344,886423.6555,773479.6857,1004108.738,211578.1478,220997.5688,179092.4582,194875.3267,143559.1329,244127.2915,660228.6521,544639.3416,437804.2208,410455.1958,571492.549,731945.9815,x,x,x,x,,,,,,,,,,
12.52_565.2777m/z,,565.2777061,1,12.5234,0.457533333,74,2.94E-08,3.55E-07,41.69499981,HI_V,CK_V,100 - 27.4 - 30.5 - 7.14 - 6.95,376466.4984,43.16,17139.92513,4727.21912,7828.992062,18742.03396,3386.756426,2349.410782,522815.3746,338449.5743,120443.0299,120475.5107,506337.1524,387703.4848,11344.04223,4381.250732,4984.024231,11752.60067,3095.774231,1789.426819,418873.8423,250243.6357,48711.77718,55785.73973,374111.8419,282616.8093,x,x,x,x,,,,,,,,,,
12.69_307.2274m/z,,307.2274189,1,12.69251667,0.686683333,17,2.63E-12,6.03E-11,25.29487895,HI_V,CK_V,100 - 19.9 - 5.43,695205.0877,18.2,28974.36507,23921.2659,27208.03985,36054.06742,21434.64963,27311.76266,890749.5731,899946.2438,676072.5468,493873.584,713344.2625,398558.1063,19176.65442,22170.55336,17320.94359,22608.48838,19593.03464,20801.98191,713658.6152,665404.3528,273429.6478,228686.3368,527060.9409,290529.2956,x,x,x,x,,,,,,,,,,
8.75_839.2239m/z,,839.2238816,1,8.749466667,0.366566667,3,0,0,Infinity,CK_V,HI_V,100 - 28.4 - 1.74,281057.3781,56.07,172971.1301,538744.2778,123161.8487,228136.7421,402417.8705,220912.3991,0,0,0,0,0,0,114480.7687,499315.4965,78406.21546,143058.1139,367843.0678,168257.7498,0,0,0,0,0,0,x,x,x,x,,,,,,,,,,
8.89_615.1478m/z,,615.1477943,1,8.890066667,0.25565,0,1.32E-07,1.28E-06,9.221642719,CK_V,HI_V,100 - 23 - 24.7 - 3.1,257278.8058,17.94,240332.219,236940.6186,272411.0936,343989.9766,232779.2264,217219.7005,12575.17294,42494.82643,47048.07696,51304.73395,17647.41573,25191.82991,159063.6378,219599.7758,173419.9602,215706.4083,212779.3794,165445.209,10075.08819,31419.92389,19028.0454,23756.46734,13038.95472,18363.60742,x,x,x,x,,,,,,,,,,
8.72_341.1963m/z,,341.196326,1,8.721516667,1.677633333,8,1.76E-06,1.17E-05,2.73480495,HI_V,CK_V,100 - 16,1506647.327,23.88,669588.1656,452097.8426,720517.8596,640621.4068,368419.9403,454249.7381,1966398.657,2087665.05,1505657.377,1482813.023,1859224.112,1051827.237,443166.2548,419010.4062,458689.7576,401715.6085,336766.1603,345978.9451,1575456.654,1543582.654,608945.5464,686611.0873,1373704.761,766730.4253,x,x,x,x,,,,,,,,,,
8.69_581.2223m/z,,581.2223137,1,8.693366667,0.280766667,43,0.000158291,0.000527817,8.177960537,CK_V,HI_V,100 - 24.1 - 0.366,273742.4275,33.4,244438.5695,419195.2012,144972.919,266553.3859,245178.56,322115.9294,3650.23293,21186.36063,2159.004529,12146.12357,14048.82929,44058.56487,161781.4217,388515.7924,92291.38763,167148.1073,224113.3913,245339.3367,2924.525879,15664.82074,873.1841736,5624.217606,10380.10617,32116.5311,x,x,x,x,,,,,,,,,,
8.64_475.2539m/z,,475.2538957,1,8.6369,0.253466667,121,8.07E-07,5.96E-06,2.986756895,CK_V,HI_V,100 - 17.5,218029.0406,6.51,212856.1379,226604.8375,193270.8635,231042.1283,215439.6662,228960.61,49466.24311,88370.33047,46295.0476,47329.90598,60761.6921,117481.8314,140878.621,210020.4338,123038.4012,144879.9996,196929.5937,174387.6632,39631.80183,65339.46106,18723.49147,21915.93794,44894.33264,85638.4883,x,x,x,x,,,,,,,,,,
12.90_675.1530m/z,,675.152957,1,12.89623333,1.077116667,8,2.31E-05,9.88E-05,5.679158094,CK_V,HI_V,100 - 15.7,139261.1286,15.39,157023.9225,150342.6142,156442.3102,120343.8405,105229.8769,146184.2074,49418.51831,19980.1684,33675.28943,3597.304281,19002.47584,16836.33171,103926.1254,139339.5719,99592.93079,75464.22678,96188.77189,111341.0831,39593.56525,14772.98351,13619.57762,1665.718445,14040.15329,12272.85937,x,x,x,x,,,,,,,,,,
12.93_365.2686m/z,,365.268609,1,12.92525,0.826483333,15,2.19E-07,1.95E-06,4.355518898,CK_V,HI_V,100 - 17.9,178961.6679,30.69,290368.5852,154841.3435,189524.2177,159814.5428,172394.7705,106826.5474,24909.06678,35265.67324,61578.04311,40694.29571,44624.73795,41555.5904,192180.1565,143509.0552,120653.2445,100215.1905,157583.0149,81364.3533,19956.86626,26074.81573,24904.52056,18843.34315,32971.39629,30291.98557,x,x,x,x,,,,,,,,,,
8.64_593.1503m/z,,593.1502996,1,8.6369,6.605466667,136,1.96E-05,8.57E-05,2.019389563,CK_V,HI_V,100 - 29.3 - 1.05 - 0.0495,104254944.2,12.99,118152089.6,109713220,116593214.8,100663900.9,82004312.65,98402927.2,79653212.96,50326992.92,61876064.93,40733188.74,42638809.88,46749876.55,78198841.84,101683698.8,74224549.37,63123491.93,74958693.81,74948509.8,63817265.12,37210889.41,25025052,18861352.42,31504075.15,34078365.2,x,x,x,x,,,,,,,,,,
8.61_537.1969m/z,,537.196883,1,8.6093,0.47795,162,7.82E-06,4.22E-05,6.566528985,CK_V,HI_V,100 - 18.2,416348.1601,34.66,552959.9552,463013.4706,192161.5322,532794.376,287484.4739,469675.1529,25288.07159,38680.11595,26745.58374,35201.02548,64982.56494,71536.86379,365975.9909,429127.1582,122332.1885,334100.3199,262784.48,357727.6997,20260.52069,28599.39435,10816.93907,16299.70468,48012.96319,52146.86219,x,x,x,x,,,,,,,,,,
8.61_1215.3022m/z,,1215.3022,1,8.6093,0.393133333,6,0.004122764,0.008520818,38.45440362,CK_V,HI_V,100 - 57.6 - 18.3 - 0.479,1403970.723,36.25,1407438.353,2240111.882,708311.4603,1173954.251,1613585.768,1280422.624,151091.2455,72035.40198,5687.889559,19220.97247,34437.04935,9122.933428,931511.6601,2076166.045,450919.0268,736153.5868,1474950.251,975232.8544,121052.6194,53261.70354,2300.400521,8900.200224,25444.12927,6650.170654,x,x,x,x,,,,,,,,,,
8.61_221.0592m/z,,221.0591609,1,8.6093,0.449416667,23,2.65E-07,2.31E-06,313.0689839,CK_V,HI_V,100 - 8.17,390792.0413,33.83,442727.7488,271964.1762,423634.0667,521138.5605,187965.1399,497322.5559,11.25935067,12371.73141,25.93518207,0.532842993,8.345793579,1.51882375,293018.9158,252060.0835,269690.2024,326791.2869,171815.6145,378785.3219,9.020866082,9147.439627,10.48918157,0.246730978,6.166366013,1.10714796,x,x,x,x,,,,,,,,,,
12.84_783.4192m/z,,783.4191757,1,12.8379,0.261166667,7,0.000185415,0.00060665,164.8562381,CK_V,HI_V,100 - 37.4 - 6.99 - 0.184,191440.7076,44.46,233106.1316,231966.6316,218874.4437,289445.6873,66107.45902,109143.8926,2555.717159,0,4806.118328,0,2295.647428,0,154281.059,214989.8172,139337.9278,181503.2235,60427.66068,83129.35741,2047.612061,0,1943.778442,0,1696.160125,0,x,x,x,x,,,,,,,,,,
11.47_357.0974m/z,,357.097418,1,11.47428333,0.403916667,81,6.66E-16,2.60E-14,58.29833893,HI_V,CK_V,100 - 19.7,3390597.173,13.77,52350.06064,55546.97966,66996.07785,66125.14857,46768.94222,61169.26926,4094735.029,3477064.008,2997066.191,3127080.204,3799660.582,2404093.758,34647.83505,51481.69339,42650.45522,41465.21489,42750.66404,46589.52439,3280655.999,2570879.696,1212128.428,1447982.925,2807414.017,1752466.341,x,x,x,x,,,,,,,,,,
12.04_458.0698m/z,,458.069767,1,12.04295,0.3107,0,1.09E-05,5.48E-05,373.54199,HI_V,CK_V,100 - 19.1 - 1.93,557610.3506,30.16,0,4409.575971,831.5616801,0,3715.451416,0,492849.0219,506391.6098,509081.9717,275176.0118,486959.8529,832257.9938,0,4086.854758,529.3815002,0,3396.228516,0,394865.1351,374417.0096,205892.2595,127419.2347,359794.7467,606675.2246,x,x,x,x,,,,,,,,,,
9.43_649.1767m/z,,649.1766726,1,9.43035,0.632033333,5,1.06E-09,1.71E-08,6.236626135,HI_V,CK_V,100 - 25.9 - 6.26 - 0.0576,511666.0543,20.87,72425.42871,87241.27157,59600.87803,94014.6429,62154.11084,116816.4115,597458.5131,537354.2194,437924.3192,464138.9331,597711.2175,520448.432,47934.69724,80856.39258,37942.588,58953.92985,56813.97494,88973.12521,478677.0918,397310.2161,177113.3778,214917.8166,441624.4066,379381.3598,x,x,x,x,,,,,,,,,,
10.95_343.2483m/z,,343.2483055,1,10.9549,0.693433333,83,0.000248352,0.000774947,4.423507645,HI_V,CK_V,100 - 19.7,1844651.256,28.19,508458.1513,349614.2834,307272.9164,480714.3984,286824.4749,569181.6528,2940915.117,1928850.08,1781403.808,1505204.653,2340024.458,1844589.476,336522.5168,324027.255,195613.3878,301442.4355,262181.1865,433516.7448,2356228.364,1426157.671,720467.9709,696979.4487,1728948.5,1344615.183,x,x,x,x,,,,,,,,,,
10.95_357.0975m/z,,357.0974544,1,10.9549,0.8949,81,1.35E-08,1.77E-07,3.316141152,HI_V,CK_V,100 - 19.7,2795983.099,18.33,782631.618,925160.6327,877534.479,1062138.911,581374.3778,830021.4172,3331759.963,2901978.979,2509029.499,2099595.019,2874635.967,3357438.827,517983.9502,857451.41,558648.3001,666037.342,531424.0503,632185.1401,2669368.893,2145671.986,1014747.686,972209.7096,2123951.109,2447408.099,x,x,x,x,,,,,,,,,,
11.62_702.3823m/z,,702.3822963,1,11.61718333,0.426816667,0,2.88E-10,5.35E-09,15.19280397,HI_V,CK_V,100 - 39 - 9.11 - 1.47 - 0.118,20313356.52,28.74,1373871.147,920739.5604,1543482.159,1719816.301,812396.204,1651922.739,31235984.07,20143051.31,16974898.65,19556331.95,28609161.59,9609425.963,909295.2389,853353.9003,982598.0688,1078448.276,742597.0213,1258185.616,25025921.78,14893416.26,6865299.563,9055487.194,21138141.03,7004799.832,x,x,x,x,,,,,,,,,,
11.62_765.3775m/z,,765.3774708,1,11.61718333,0.399116667,0,1.64E-12,3.85E-11,11.92038116,HI_V,CK_V,100 - 37.4 - 8.18 - 0.287,1283022.231,20.03,94108.64203,98598.42474,120540.2769,128557.7357,71549.86477,132440.9645,1774407.617,1366282.873,1120299.741,1069707.277,1567057.74,955900.6236,62285.7102,91382.35602,76737.29339,80614.92868,65402.46765,100873.5534,1421635.576,1010205.417,453092.1498,495323.999,1157834.961,696804.6326,x,x,x,x,,,,,,,,,,
10.87_1139.2855m/z,,1139.285465,1,10.8708,0.546516667,0,0.000615536,0.001672059,3.455199629,CK_V,HI_V,100 - 46.3 - 8.11 - 0.119,250322.7014,22.01,308082.333,227949.5327,291463.7502,270686.5934,154225.6422,249528.3572,119386.3665,78132.08547,29540.26184,13791.65541,29581.01894,100854.924,203903.9827,211266.7155,185549.0952,169739.925,140974.9356,190053.0711,95651.02421,57769.48359,11947.214,6386.175037,21856.20673,73518.28898,x,x,x,x,,,,,,,,,,
10.84_251.1647m/z,,251.1647189,1,10.84173333,0.891116667,42,2.21E-07,1.97E-06,4.904509481,HI_V,CK_V,100 - 11,223045.8674,28.88,47608.6384,34502.08992,55289.20338,73467.94093,21180.69723,40817.69936,152883.1052,178270.7221,212294.1549,335611.9675,290449.8493,170028.7477,31509.72951,31977.00443,35197.72752,46069.67279,19360.90124,31088.76766,122488.2374,131810.2223,85859.89223,155403.8805,214601.531,123942.6109,x,x,x,x,,,,,,,,,,
10.84_345.0976m/z,,345.0976065,1,10.84173333,0.952033333,69,1.69E-10,3.22E-09,70.61663779,HI_V,CK_V,100 - 19.3,1270709.044,29.2,4505.937283,48371.84494,10464.37467,16461.89405,20178.99161,7983.783695,1142048.318,1062741.406,1180262.368,934783.8742,1021021.519,2029684.511,2982.250065,44831.68131,6661.738381,10322.78927,18445.25983,6080.842384,914996.3647,785772.2194,477343.3341,432848.2162,754391.0991,1479540.378,x,x,x,x,,,,,,,,,,
10.81_868.4055m/z,,868.4055393,1,10.81251667,0.230633333,0,1.35E-07,1.29E-06,6.99571892,CK_V,HI_V,100 - 40.1 - 2.5,157050.8706,28.06,132302.188,170029.7617,120111.9421,139893.8119,240470.1149,139497.405,18149.11509,21575.15951,24871.36452,21310.49898,32166.62693,10141.36126,87564.07021,157585.887,76464.61065,87723.46223,219809.4847,106248.0855,14540.86843,15952.29176,10058.93299,9867.747751,23766.60688,7392.55455,x,x,x,x,,,,,,,,,,
11.56_389.1233m/z,,389.1232633,1,11.55898333,0.17205,32,7.56E-12,1.67E-10,76.32096923,HI_V,CK_V,100 - 10.5,119117.8167,29.75,742.9760396,1522.968968,689.0786549,1625.945645,2085.346293,2698.173704,59972.44872,87062.91216,105046.7221,115464.0156,119982.6177,178278.3553,491.7379456,1411.508275,438.6752069,1019.584636,1906.178214,2055.061816,48049.25649,64372.77906,42484.92025,53465.18545,88650.2558,129956.1699,x,x,x,x,,,,,,,,,,
11.62_834.3335m/z,,834.333494,1,11.61718333,0.399116667,0,1.83E-09,2.83E-08,6.782094839,HI_V,CK_V,100 - 49.7 - 15 - 1.23,1615463.573,20.06,233027.9023,150397.3539,260600.8764,278064.765,142468.3712,364612.9363,1982564.523,1888306.803,1999566.01,1760285.554,1788099.568,1245982.102,154229.2831,139390.3054,165901.4433,174366.5683,130227.8218,277707.1476,1588408.566,1396180.688,808701.126,815093.7167,1321153.741,908259.7914,x,x,x,x,,,,,,,,,,
10.81_814.3982m/z,,814.3981542,1,10.81251667,0.2585,0,3.86E-05,0.000153614,9.751113143,CK_V,HI_V,100 - 41.7,207245.6398,46.93,159909.5808,248756.7257,161751.2743,169050.4599,385802.5644,118203.2339,4115.366609,10518.64428,1995.999361,14973.78621,24585.05481,16434.22585,105835.9954,230551.1039,102972.677,106006.7735,352655.3099,90029.39738,3297.185791,7777.299744,807.2586365,6933.556335,18164.89289,11979.74394,x,x,x,x,,,,,,,,,,
10.81_858.3333m/z,,858.333345,1,10.81251667,0.316283333,0,7.78E-07,5.78E-06,2.974105275,CK_V,HI_V,100 - 51.3 - 13.7 - 0.758,840585.4203,15.09,794049.0675,688602.1831,774271.3533,808937.1563,934789.8646,1042862.897,200821.6624,309266.1286,207449.5086,271097.407,361924.0018,183801.7137,525540.5778,638205.8336,492909.8351,507261.6658,854474.9047,794295.6807,160896.0743,228665.9115,83900.53161,125530.6518,267410.8631,133982.427,x,x,x,x,,,,,,,,,,
10.81_789.3779m/z,,789.3778912,1,10.81251667,0.34535,0,2.32E-06,1.47E-05,3.473880425,CK_V,HI_V,100 - 39.1 - 9.7 - 0.435,1217335.954,25.71,997622.655,1369700.196,1033368.566,1002428.93,1789349.026,1111546.353,245463.6116,332994.3262,171366.3468,256741.9366,508693.2174,277035.2553,660275.5522,1269456.701,657854.0291,628594.8973,1635612.341,846608.3796,196662.7057,246210.1216,69307.11813,118883.4043,375852.642,201945.1024,x,x,x,x,,,,,,,,,,
11.62_658.3557m/z,,658.3556615,1,11.61718333,0.344233333,1,1.17E-10,2.31E-09,16.51236967,HI_V,CK_V,100 - 35.3 - 6.06,743013.0491,28.18,46918.31456,31877.74686,53012.87672,53913.00863,26834.70354,57427.51204,1118372.521,727614.3237,613720.3544,690620.5875,1065898.527,366426.2991,31052.83936,29544.72772,33748.59241,33807.32651,24529.12854,43739.61803,896027.5803,537985.1758,248212.0316,319789.3092,787548.8875,267106.7854,x,x,x,x,,,,,,,,,,
